,title,description,price,points,lda_label,0
49571,Chakana 2014 Maipe Reserve Cabernet Sauvignon (Mendoza),"Dark-berry fruits, tomato and herbs make for a bouquet with ample power and varietal correctness. Big, blocky and fiercely tannic, this Cabernet tastes of roasted black fruits. A finish with heat, spice, oak-based clove and mint notes confirms a high level of oak that for the most part this can handle.",19.0,88,0,0.9709648824650747
92257,Alto Moncayo 2013 Aquilon Garnacha (Campo de Borja),"Smoky, roasted aromas of hickory and blackberry are patented for this label: all Alto Moncayo top-end bottlings open like this. In the mouth, this is direct, full bodied and high in energy. The flavors match the nose, meaning this tastes like dark berry fruits mixed with smoky oak and char, while the finish turns chocolaty, with pepper, wild berry, spice notes and heat. Drink through 2022.",168.0,93,0,0.9709510893998234
14752,François Lurton 2013 Chacayes Malbec (Valle de Uco),"Ripe, dark, baked aromas of pastry, turned-up earth, campfire and wild-berry fruits set up a seriously deep and tannic palate that's stacked with black-fruit power, toasty oak and intensity. This tastes blackened, toasty and chocolaty on top of core blackberry and cassis flavors, while an oaky finish with peppery spice is just right for this type of burly wine. Drink through 2022.",80.0,93,0,0.9709465963191256
104749,Trapiche 2010 Broquel Cabernet Sauvignon (Mendoza),"Cassis, sugar beet, leather and mild herbal aromas make this Cabernet appealing on the nose. It feels slightly syrupy and resiny, but with its core acidity the palate remains in good shape. Flavors of plum and cassis have a strong vanilla and oak resin accent, while the finish is tannic, roasted and robust.",15.0,88,0,0.9709250312579544
55664,Finca Don Carlos 2011 Calathus Roble Malbec (Uco Valley),"This is called Roble, meaning oak, for a reason; the nose is extremely smoky, toasty and gritty, with stalky cherry and cassis scents and a blast of animal hide. A racy, firm palate delivers saucy, stalky, herbal flavors of tomato, red plum and cherry, while the finish feels good and juicy but tastes woody, stalky, herbal and low on ripeness.",24.0,87,0,0.970900980700987
71709,Santa Carolina 2008 Herencia Carmenère (Peumo),"As Chilean Carmenère goes, this is one of the best and most true to the grape. Dusty, dry, earthy aromas of spiced berry, herbs and cocoa lead to a lofty palate with both creamy oak and driving acids. Oak-related flavors of vanilla and coconut sit on top of spicy, baked berry flavors, while the finish is full, woody, creamy and dense. Drink this excellent Carmenère now through 2017.",90.0,93,0,0.9708903010601039
107208,Concha y Toro 2012 Don Melchor Puente Alto Vineyard Cabernet Sauvignon (Puente Alto),"This is a riper, heavier than usual Don Melchor, as evidenced by aromas of raisin along with black plum, coffee and creamy oak. A full, round, plush palate offers more than adequate depth, while black cherry, plum and vanilla flavors come with hints of licorice and chocolate. Hailing from a hot vintage, this avoids almost all herbal characteristics but feels a bit soft and simple. Drink through 2023.",120.0,92,0,0.9708511707226939
109820,Domus Aurea 2009 Cabernet Sauvignon (Maipo Valley),"Even if this Cab shows eucalyptus on the nose along with asphalt and olive aromas, the bouquet is complex and true as far as high-end Chilean Cabs go. A saturated, syrupy body reflects a hot vintage, while baked flavors of earthy fruits, beef soup and chocolate qualify as stewy but tasty. A warm, flat finish says drink this Cabernet sooner rather than later.",60.0,90,0,0.9708403621899454
62976,Cellers Tarroné 2013 Seguit Grenache (Terra Alta),"Aromas of blackberry, cassis, raisin and woodspice suggest that this varietal Garnacha is ripe. That's confirmed on the palate, which feels chunky and full, with modest acidic edge. Ripe, roasted, fully oaked flavors of black fruits finish minty and spicy, with notes of clove and coffee. Drink this full-bodied, fairly soft wine through 2018.",30.0,89,0,0.9708169031931165
94644,Domiciano de Barrancas 2012 Cosecha Nocturna Syrah (Mendoza),"This meaty, ripe Syrah is smoky and deep on the nose, with lusty berry aromas. The palate is tannic but supported by bold, fleshy blackberry flavors backed by maple, vanilla and burnt toast. Caramel richness makes its way onto the finish, which is rocky and tannic but tastes good. This value Syrah was built for grilled meat.",12.0,88,0,0.9707950823445726
96882,Domiciano de Barrancas 2012 Cosecha Nocturna Syrah (Mendoza),"This meaty, ripe Syrah is smoky and deep on the nose, with lusty berry aromas. The palate is tannic but supported by bold, fleshy blackberry flavors backed by maple, vanilla and burnt toast. Caramel richness makes its way onto the finish, which is rocky and tannic but tastes good. This value Syrah was built for grilled meat.",12.0,88,0,0.9707950823445726
113430,Nieto Senetiner 2013 Don Nicanor Malbec (Mendoza),"Ripe black-fruit aromas are backed by hints of road tar and toasty oak. A round, firm palate feels right, while familiar high-end Malbec flavors of blackberry, baking spices and chocolate end with controlled tannins, spice notes and a full-bodied feel that's not too fleshy or soft. Drink through 2021.",19.0,91,0,0.9707810745755162
83389,Montes 2012 Alpha Carmenère (Colchagua Valley),"Classic Carmenère aromas of spiced blackberry, olive, herbs and cola hint at green, but in the mouth this warm-vintage wine is ripe, lush and layered, with resiny oak. Flavors of cola, vanilla, blackberry and black cherry are nicely herbal, while a spicy finish brings char and coffee notes along with plush weight. Drink through 2018.",22.0,91,0,0.9707577162956365
34551,Zuccardi 2012 Aluvional Altamira Malbec (Mendoza),"Broad, woody, buttery aromas blend with blackberry, cassis and grapy notes on a full-force bouquet. This Uco Valley Malbec is lush, fruity and chunky in feel, with ripe, spicy, earthy flavors of blackberry and fresh herbs. A long, woody, toasty finish confirms high quality, length and power; drink through 2022.",90.0,92,0,0.9706346565463359
69661,Undurraga 2011 T.H. Terroir Hunter Rarities Garnacha-Cariñena-Monastrell Red (Cauquenes Valley),"Fresh, almost minerally berry aromas avoid any sense of weight, oak or heaviness. The blend of Garnacha, Carignan and Mourvèdre is uncommon in Chile, and it comes across with a sinewy, fresh mouthfeel and lightly herbal flavors of plum and cassis along with modest oak. Spice, tobacco, coffee and chocolate flavors carry the finish on this complex Maule Valley blend. Drink through 2020.",35.0,91,0,0.9704213936489943
69671,Siegel 2012 Unique Selection Red (Colchagua Valley),"Rustic aromas of baked berry fruits, black olive, herbs and eucalyptus lead to a forward, fairly tannic palate. An herbal flavor profile includes olive, blackberry, plum and spice notes, while the finish on this Cabernet-led blend tastes peppery and herbal, which is nothing unusual for Chile. Drink through 2020.",50.0,91,0,0.9700044958353232
92438,Don Miguel Gascón 2012 Reserva Malbec (Mendoza),"This creamy, oaky Malbec opens with aromas of rubber and raw oak, although with airing black plum, blackberry and chocolate scents rise up. Full, creamy and jammy in feel, this tastes of black plum, blackberry, chocolate and vanilla. A heady, oaky, sticky finish wraps it up.",25.0,88,0,0.9700003554358044
98926,Don Miguel Gascón 2012 Reserva Malbec (Mendoza),"This creamy, oaky Malbec opens with aromas of rubber and raw oak, although with airing black plum, blackberry and chocolate scents rise up. Full, creamy and jammy in feel, this tastes of black plum, blackberry, chocolate and vanilla. A heady, oaky, sticky finish wraps it up.",25.0,88,0,0.9700003554358044
17383,Viña Requingua 2011 Toro de Piedra Grand Reserve Single Vineyard Carmenère-Cabernet Sauvignon (Maule Valley),"Savory oak, mint and leather aromas accent basic blackberry and plum scents. This feels round, full-bodied and oaky, and that character carries onto the flavor profile, which includes minty wood and blackberry. Toast and resiny oak lead the way on a bulky, generous finish.",12.0,86,0,0.9699879675049161
47465,Viña Requingua 2011 Toro de Piedra Grand Reserve Single Vineyard Carmenère-Cabernet Sauvignon (Maule Valley),"Savory oak, mint and leather aromas accent basic blackberry and plum scents. This feels round, full-bodied and oaky, and that character carries onto the flavor profile, which includes minty wood and blackberry. Toast and resiny oak lead the way on a bulky, generous finish.",12.0,86,0,0.9699879675049161
97349,Vatan 2012  Toro,"Dense, dark, smoky, oaky aromas come with welcome nuances of licorice and graphite along with bold blackberry scents. This feels flush, layered and strong. Flavors of baking spices, blackberry, chocolate and char finish peppery, toasty, tannic and with plenty of black-fruit power. Drink through 2022.",45.0,92,0,0.9699373438703424
116225,Yacochuya 2011 Apreciado Malbec (Cafayate),"This bold, earthy Malbec delivers aromas of cured meat and stewed notes, with some medicinal and floral smells. It's concentrated and chewy but not syrupy, with roasted plum and berry flavors running side by side with savory spice, pepper and brown sugar. A toasty finish has mild heat to it.",22.0,90,0,0.9699297904359858
12896,Montalvo Wilmot 2010 Colección Privada Tempranillo-Cabernet Sauvignon (Vino de la Tierra de Castilla),"Incongruous aromas of buttery oak, graphite and brandied cherry open this blend of 75% Tempranillo and 25% Cabernet Sauvignon. Following the bouquet, this feels thick and creamy, with grabby tannins and resiny stickiness. Overtly oaky flavors of vanilla, maple and chocolate are dominant, while this finishes with heat, heavy oak and stewed berry flavors.",25.0,86,0,0.969902205907019
116449,Penedo Borges 2012 Icono Malbec (Luján de Cuyo),"This inky Malbec opens with an oaky blend of vanilla, blackberry, prune, cassis and tobacco aromas. A compact, firm palate is just lush enough, while oak-based flavors of cinnamon and baking spices rest on top of spiced plum and cassis. A peppery finish is intermixed with tobacco notes. Drink through 2021.",25.0,91,0,0.9698960963949061
78526,Kaiken 2012 Reserva Cabernet Sauvignon (Mendoza),"Oak aromas ride high on a ripe, smoky nose that's pumped full of black-fruit scents. This is a chewy, dense style of Cabernet with thick, rubbery tannins. Baked blackberry, resiny oak, spice and herbal flavors finish long, with roasted notes and lasting, chewy tannins.",13.0,88,0,0.9698920003660091
94763,Kaiken 2013 Mai Malbec (Mendoza),"Black in color, this smells of olive, eucalyptus and tarry berry, much like you'd get from a high-end Chilean red. An extracted massive palate is dense and layered, while this tastes of salty black plum and black currant. A toasty smooth finish with mild tannins is herbal and balsamic. Drink through 2021.",75.0,92,0,0.9698712336236333
112162,Lucky7 2008 Cabernet Sauvignon (Rapel Valley),"Slightly herbal and leafy on the first pass, but airing shows a good mix of olive, creamy blackberry fruit and buttery oak. The flavor profile brings candied cherry/berry fruit and an herbal touch, and the finish is juicy and feels right. Standard but more than respectable at this price point.",10.0,86,0,0.9698669856914077
98547,Zolo 2010 Black Malbec (Mendoza),"Compact, inky aromas of blackberry, balsamic notes, earth and smoke are complete. This is lively yet full-bodied in feel, with dark, toasty black-fruit flavors that come with hints of chocolate, pepper, herbs and fig. A long, toasty, slightly hot and burning finish keeps this smoldering for a while. Drink through 2018.",40.0,92,0,0.9698470898932552
65999,Santa Carolina 2013 Reserva de Familia Carmenère (Rapel Valley),"Ripe, dense blackberry aromas are lightly herbal, soft and inviting. This is full and a touch heavy in feel, with herbal cassis, blackberry, toast and spice flavors that end with oak grain, additional herbal notes and spice accents. If you want to explore the world of Carmenère, this is a good place to start.",20.0,89,0,0.9698444765664572
94646,Ferllen 2011 Reserve Cabernet Sauvignon (Mendoza),"Smoky aromas of bacon and rubber blend with cherry and plum scents to form a good bouquet. This has a fair, fresh mouthfeel with tannic grip. Leafy flavors of plum and red currant are accented by spicy, dry, woody notes, while the finish is lightly green and oaky, with lasting spice.",18.0,88,0,0.9698369205634377
96884,Ferllen 2011 Reserve Cabernet Sauvignon (Mendoza),"Smoky aromas of bacon and rubber blend with cherry and plum scents to form a good bouquet. This has a fair, fresh mouthfeel with tannic grip. Leafy flavors of plum and red currant are accented by spicy, dry, woody notes, while the finish is lightly green and oaky, with lasting spice.",18.0,88,0,0.9698369205634377
52758,Pagos del Moncayo 2013 PdM Moncayo Syrah (Campo de Borja),"Smoky aromas of campfire and clove are blended with high-toned black-fruit scents draped in additional toasty oak. An energetic palate brings its share of resiny, heavy oak, while dark-berry flavors come with woody, toasty, charred accents that suggest clove and black pepper.",24.0,88,0,0.9698311098548976
20258,Santa Julia 2009 Reserva Malbec (Mendoza),"Bold Malbec with aromas of berry liqueur, cassis and black cherry. The palate is fresh in feel, with some edginess and snappy acids. Tastes full of berry fruit, creamy oak and vanilla, while the finish is round, lengthy and big. A little oaky and forced, but nice as Malbec goes.",12.0,87,0,0.9698201626685187
24306,Viñas del Vero 2011 Secastilla Garnacha (Somontano),"Ripe, slightly sunbaked aromas of berry fruits, plum and raisin include notes of vanilla and oak grain. A medium-bodied palate is agile, fresh and juicy. Oak-aided flavors of coffee, mocha and chocolate accent plum and berry fruit. Despite a drawing, dense finish, this high-elevation Garnacha remains upright in stature. Drink through 2023.",37.0,90,0,0.9698153634129094
64902,Trivento 2014 Armado Sur Malbec-Bonadra-Syrah Red (Mendoza),"Dark in color and ripe from the get go, this Malbec blend smells of blackberry, graphite and licorice. Full and layered, with surprisingly good depth, this tastes of black fruits blended with tomato and plum. Spicy, dry and herbal tasting on the finish, with a hint of saltiness.",15.0,89,0,0.9698041490061273
115034,Concha y Toro 2011 Gravas del Maipo Syrah (Buin),"Blackened spice aromas are affixed to blackberry and herbal scents on this full-bodied, saturated Maipo Syrah. In the mouth, this is big in every way, with bolstering acidity. Flavors of black plum, boysenberry and tomato bring spice and herbal notes into play, while the finish is juicy but not overly long, with notes of herbs, spice and oaky vanilla. Drink through 2020.",150.0,92,0,0.9697832673767222
37334,San Pedro 2012 Sideral Red (Cachapoal Valley),"This hefty but sluggish Cabernet Sauvignon-led blend opens with forceful aromas of earthy, herbal red-berry fruits and sweet oak. Chunky, thick and almost syrupy in feel, this tastes of herbal plum and spiced berry fruits. The longer it rests, the fatter and chunkier it gets. This warm-vintage has weight issues.",25.0,89,0,0.9697762404634579
97243,Bressia 2007 Conjuro Red (Mendoza),"Dry and balsamic on the bouquet, with earthy, mellow berry aromas that do not push. In the mouth, it comes across charred and roasted, with baked, chocolaty, leafy accents on top of core red fruit flavors. Turns more leafy and charred as it unfolds, with a forward finish. Malbec with Cab Sauvignon and Merlot.",120.0,89,0,0.9697639157593422
35355,Viña Casas Patronales 2010 Reserva Privada Cabernet Sauvignon (Maule Valley),"Despite showing an herbal nose that includes tomato leaf, carob and creamy oak, this solid, chunky Cab comes around on the palate, where black fruit, pepper and mild herbal flavors set up a warm, toasty, satisfying finish. This comes across as Chilean Cabernet in every way.",15.0,88,0,0.9697556623287732
108056,Losada 2015 Mencía (Bierzo),"Ripe, fleshy, minerally blackberry and black-cherry aromas are pure, deep and suggest high quality that's confirmed later on. In the mouth, this Mencía from an excellent vintage is racy and pumped up, with acidic energy and tannic grab. Roasted black-fruit flavors come with notes of spice cake and salt. A long, full finish confirms how good this is; drink through 2022.",19.0,91,0,0.9697401101025048
46220,Altaïr 2013 Red (Cachapoal Valley),"Olive, tree bark and earthy berry and cassis aromas set up a rich palate that borders on thick and syrupy. Ripe flavors of maple, chocolate and spiced berry fruits end in a swirl of mocha, spice and creamy oak. This is far more ripe and fruity than prior vintages, which emphasized more herbal, hard-toned characteristics. Drink through 2022.",75.0,93,0,0.9697281535809251
30762,Tikalo 2004 Kios Elite Tempranillo (Vino de la Tierra de Castilla),"Earthy and rich Tempranillo with hints of fresh herbs, tomato, balsam wood and spice in addition to roasted plum on the bouquet. The palate is tannic and big but shows a ton of fruit and classy flavors of roasted berry, dark chocolate, licorice and dried spices. Heady on the finish and aggressive, but loaded with flavor, kick and quality. Drink now through 2014.",27.0,91,0,0.9696779325639812
20345,Launa 2010 Selección Familiar Reserva  (Rioja),"Blackberry, black cherry, earth and rubbery scents create a blunt, dense bouquet. This is round and full in body, with solid tannins balanced by fleshy, fruity depth. Dark plum, cassis and raspberry flavors linger on an earthy finish with toast and cola notes. Best enjoyed 2017–2022",30.0,91,0,0.9696619652985353
56137,Altocedro 2013 Finca Los Turcos Malbec (La Consulta),"Heavy oak is a major theme on this full-bodied Malbec that's cool and woody to start, with aromas of vanilla and sweet plastic along with ripe blackberry and cassis. Wall-to-wall huge in mouthfeel, this tastes mostly of toasty oak, with blackened, charred berry, mint and peppery flavors in the backdrop. In time look for the oak to settle and the fruit to emerge. Drink through 2021.",35.0,91,0,0.9696240326195474
33560,Enate 2009 Crianza Red (Somontano),"This blend of 75% Tempranillo and 25% Cabernet Sauvignon opens with dry, earthy, spicy aromas of tomato, red plum and horse hide. It's racy and lifted on the palate, with good balance. Flavors of olive, herbs, spice and red-berry fruits are slightly green, while this is chocolaty and lightly oaky on the finish.",16.0,88,0,0.9695301148183553
41154,Siegel 2010 Gran Crucero Limited Edition Red (Colchagua Valley),"Warm, loamy, baked berry and cherry scents are the lead aromas on this blend of Cabernet Sauvignon, Carmenère and Syrah that also brings a green character into play. Hard acidity makes for a rough palate, while heavy oaking has created flavors of cheese and vanilla as well as spiced berry. Edgy tannins, leftover grit and green notes conclude things.",29.0,88,0,0.9694521328068512
99490,Maipe 2011 Andean Culture Malbec (Mendoza),"Opens with berry fruit aromas, density and slightly medicinal notes. Feels bright and lively, with ample acidity pushing toasty, lightly herbal flavors of blackberry and plum. Shows mild spice, licorice and barrel notes on the finish, along with herbal notes. Seems like a very good everyday or value-driven choice.",13.0,87,0,0.9694398678994448
19158,Almaviva 2012 Red (Puente Alto),"Warm-vintage characteristics of earthy berry aromas require time to come into focus. In the mouth, this Cabernet Sauvignon blend feels ripe, chunky and lush. Loamy, baked plum and cassis flavors are rich and easy, but short on the complexity that Almaviva usually offers. On the finish, this is smooth, lightly herbal and spicy. Drink through 2022.",150.0,92,0,0.9694270743108009
106645,Nieto Senetiner 2006 Cadus Single Vineyard Malbec (Mendoza),"A heady wine with mocha, chocolate, balsamic notes and black fruit on the bouquet. At first it seems thick and dumbed down, but it opens up to display bold berry flavors, stewed fruit, chocolate and savory accents. It's just lively enough, but overall this ranks as a saturated, bulky, round wine that falls squarely into the category of New World and ripe.",45.0,88,0,0.9693638092603402
66037,Michel Torino 2012 Don David Reserve Syrah (Calchaquí Valley),"This oak-heavy Syrah from northern Argentina opens with milk chocolate, mint, vanilla and briary berry aromas. The palate is full and chewy, with a creamy, resiny feel and peppery, spicy, herbal blackberry flavors. An oaky, slightly green tasting finish is round in feel.",18.0,87,0,0.968934191565056
6765,Juan Gil 2008 Monastrell (Jumilla),"A big, dark, heavily oaked wine with caramel, resin and baked berry aromas. The palate has a thick, meaty feel, slightly abrasive tannins, and then sweet, sticky, woody black fruit flavors. Finishes with brown sugar and more wood flavor; strives for a higher level but gets bogged down with barrel influence.",16.0,87,0,0.9688805928995762
712,San Pedro de Yacochuya 2012 Red (Salta),"This is a highly particular, funky blend of 85% Malbec and 15% Cabernet. It opens with savory stewy earthy aromas of berry fruits and prune. Due to the 15.5% abv, this feels heavy and clampy, with rooty flavors of baked berry fruits, cola, minty herbs and carob. An oaky spicy toasty finish with heat is the closing act on this fully stuffed Salta blend.",25.0,90,0,0.9688437852167646
56476,Santa Carolina 2011 VSC Red (Cachapoal Valley),"Heavy, raisiny, ripe aromas of prune and earthy blackberry set up a chewy, oaky, mildly tannic palate that's fully stuffed with woody, baked, almost malty flavors of blackberry, chocolate and toast. This is a rich, ripe number, with a loamy, toasty finish that shows black licorice and jammy cassis flavors. Drink through 2018.",40.0,91,0,0.9688267448550241
95956,Santa Carolina 2011 VSC Red (Cachapoal Valley),"Heavy, raisiny, ripe aromas of prune and earthy blackberry set up a chewy, oaky, mildly tannic palate that's fully stuffed with woody, baked, almost malty flavors of blackberry, chocolate and toast. This is a rich, ripe number, with a loamy, toasty finish that shows black licorice and jammy cassis flavors. Drink through 2018.",40.0,91,0,0.9688267448550241
51661,Lapostolle 2013 Cuvée Alexandre Apalta Vineyard Made With Organic Grapes Merlot (Colchagua Valley),"Fully oaked plum and berry aromas are dense and inviting. This feels flush and full, with scratchy tannins. The flavor profile offers plenty of oak and related chocolate to go with blackberry and plum notes. Oak remains in the lead on the finish, which is stacked with blackberry, dark plum and wild-berry flavors. Drink through 2025.",24.0,91,0,0.968803884023934
108626,Bodegas Fabre 2013 Phebus Gran Reserva Malbec (Mendoza),"With an opaque purple color and boysenberry aromas that include notes of raisin and prune, this obtuse, chunky Malbec shows hard tannins and deep, dark flavors of black olive, fig, prune and roasted meat. A toasty, slightly hot finish with licorice notes is bullish. Drink this concentrated, ripe Malbec through 2020.",23.0,92,0,0.9688019156992659
3647,Valentin Bianchi 2014 Famiglia Bianchi Cabernet Sauvignon (Mendoza),"Roasted, gritty aromas of bacon and spicy oak are burnt on the surface. This is fleshy and full in body, with moderate acidity. Herbal, minty, lightly green berry flavors have a rooty accent and oaky makeup. Finishing flavors of mint and raw oak blend into herbal berry leftovers.",20.0,88,0,0.9687838468426071
18893,Valentin Bianchi 2014 Famiglia Bianchi Cabernet Sauvignon (Mendoza),"Roasted, gritty aromas of bacon and spicy oak are burnt on the surface. This is fleshy and full in body, with moderate acidity. Herbal, minty, lightly green berry flavors have a rooty accent and oaky makeup. Finishing flavors of mint and raw oak blend into herbal berry leftovers.",20.0,88,0,0.9687838468426071
72926,Viña Bisquertt 2011 La Joya Gran Reserva Carmenère (Colchagua Valley),"This is more ripe and round than most value Carmenères from 2011. The nose is creamy and oaky, with graphite, leather and balsamic notes to go with inky black-fruit scents. The palate is chunky and thick, with blackberry, pepper and herbal flavors. A rubbery feeling finish turns slightly bitter toward the end.",15.0,85,0,0.9687690283279297
107670,Elias Mora 2009 Reserva  (Toro),"Earthy, foresty berry aromas are loaded with oaky accents of coconut, vanilla and tobacco. This is fiercely tannic, but there's enough fruit and structure to handle severe tannic bite. Ripe, raisiny flavors come with tobacco and herbal accents, while the finish is pounding and full of chocolate, fig, coffee and herbal flavors. Drink through 2025.",120.0,92,0,0.9687601818111006
2910,Casa Rojo 2009 Fauno Organic Grapes Garnacha (Priorat),"This is a big, modern, warm Garnacha with a lot of oak and vanilla on the bouquet as well as blackberry and cassis. It's jammy on the tongue, but there's enough acidity to keep the pulse up. Dark black cherry, berry and rubbery flavors are followed by end-notes of raisin, chocolate and vanilla.",40.0,88,0,0.9687502070122932
10643,Valdivieso 2010 Éclat Vigno Old Vine Dry-Farmed Carignan (Maule Valley),"Earthy, lightly herbal and stewed aromas of spiced plum, prune and raisin lead to a grabby, tannic, somewhat abrasive palate. Given that this is now seven years past harvest, it's interesting how ripped, gritty and lively it feels. Herbal chunky flavors of spiced berry fruits and residual oak close with energy. Drink through 2022.",35.0,90,0,0.968739565427258
86299,Valdivieso 2010 Éclat Vigno Old Vine Dry-Farmed Carignan (Maule Valley),"Earthy, lightly herbal and stewed aromas of spiced plum, prune and raisin lead to a grabby, tannic, somewhat abrasive palate. Given that this is now seven years past harvest, it's interesting how ripped, gritty and lively it feels. Herbal chunky flavors of spiced berry fruits and residual oak close with energy. Drink through 2022.",35.0,90,0,0.968739565427258
116101,Finca Albret 2011 Reserva Red (Navarra),"Soft, sweet, baked aromas of spice cake and raisin announce a very ripe wine that's almost over the top. Heavy and wide on the palate, with a soft, chunky foundation, this blend of Tempranillo and Merlot tastes of raisin, vanilla, tobacco and cherry liqueur. Oaky mocha flavors control a soft, pudgy finish. Drink now.",40.0,88,0,0.9687214677642088
74002,Santa Carolina 2010 Reserva de Familia Carmenère (Rapel Valley),"This is dark and pointed on the nose, with graphite, mint, peppercorn and creamy oak aromas supporting herbal berry fruit scents. The palate feels lush and almost airy, with soft tannins and baked black-fruit flavors accented by chocolate and coffee. An earthy finish with licorice and mild tannins says drink this Carmenère now through 2015.",20.0,91,0,0.96870625556398
19974,Monteabellón 2008 24 Meses en Barrica  (Ribera del Duero),"Rubber, cured meat and herbal berry aromas feed into a tomatoey palate with raw acidity and rough tannins. This features gritty flavors of berry and raisin, while the finish is a bit flat in feel and tastes of prune and stalky, roasted berries. Unlike many Ribera wines, this is earthy and not overly ripe. Drink through 2017.",42.0,88,0,0.9686984811130815
24374,Monteabellón 2008 24 Meses en Barrica  (Ribera del Duero),"Rubber, cured meat and herbal berry aromas feed into a tomatoey palate with raw acidity and rough tannins. This features gritty flavors of berry and raisin, while the finish is a bit flat in feel and tastes of prune and stalky, roasted berries. Unlike many Ribera wines, this is earthy and not overly ripe. Drink through 2017.",42.0,88,0,0.9686984811130815
40179,Dominio de Atauta 2011 Valdegatiles  (Ribera del Duero),"Lush prune and raisin aromas stop short of being mushy and make way for fresher notes of black currant and toast. Saturated, dense and chewy on the palate, this tastes ripe and toasty, with hefty blackberry and chocolate flavors. Additional toastiness and peppery spice flavors work the finish on this generous Tempranillo from an excellent vintage. Drink from 2017–2030.",125.0,94,0,0.968695387313939
