,title,description,price,points,lda_label,2
15780,Quinta do Monte d'Oiro 2010 Reserva Red (Lisboa),"This dense wine full of dusty tannins and serious fruit is ripe and full while structured and elegant. It comes from the heart of the hills north of Lisbon, allowing room for a big, full-powered character as well as a fresher, blackberry fruitiness. The wood aging is still showing even after four years, so the wine still needs more time. Drink from 2016.",65.0,92,2,0.9700393530448657
81074,Château Peyros 2009 Cuvée Greenwich Tannat (Madiran),"Produced only in top years, this Tannat-dominated wine is named after the Greenwich 0-degree longitude that passes through the vineyard. The wine itself is powerful and structured while keeping a great sense of style. Black fruits push through strongly. offering richness and balanced acidity. The wood aging combines easily with the fruit tannins to give a textured, dry background. Drink from late 2015.",40.0,93,2,0.9700285226492511
45971,Capitain-Gagnerot 2013  Echézeaux,"This producer, based in Ladoix-Serrigny in the Côte de Beaune also has a small parcel in this Grand Cru in Vosne-Romanée. Like all this producer's wines it was fermented in open tanks before barrel aging. That gives an extra concentration to the ripe fruits and firm tannins. It is an opulent wine, juicy with black fruits and acidity. With its structure, it will certainly age further, so drink from 2019.",139.0,94,2,0.970016795501722
110926,Dão Sul 2011 Casa de Santar Reserva Red (Dão),"This is a smooth, ripe and rich wine. It has tannins that give structure and are also well integrated into the generous blackberry and dark plum fruits. The concentration and depth give a solid, dense character. Wood aging, just enough, has smoothed everything out, while the aftertaste brings perfumed acidity at the end. Drink this complex, serious wine from 2018.",64.0,93,2,0.9700112738958332
30964,Herdade dos Machados 2012 Toutalga Red (Alentejano),"Richly tannic, this concentrated wine has great structure and intense fruitiness and acidity. Generous and full bodied, it retains a dry core that gives shape to the ripe red berry fruits. Hints of wood aging still show, and the wine needs to develop further. Drink from 2017.",7.0,91,2,0.9700082269523652
46668,Quinta do Vallado 2013 Vallado Red (Douro),"This entry level wine from top Douro estate Quinta do Vallado is soft and full of red berry fruits that are laced with firm, solid tannins. It has weight and concentration, the ripe fruits balanced by a fresher side to the wine. With its tannins and touches of wood aging, it needs to age a few months. Drink from 2016.",23.0,88,2,0.9699980243361327
100276,Louis Jadot 2013 Les Cazetiers Premier Cru  (Gevrey-Chambertin),"Rich, juicy and packed with both wood flavors and delicious red fruits, this concentrated and dense wine has a wonderful sense of freshness. There is a strong mineral texture, with tannins that come from ripe fruit as well as wood. The whole wine is finished with acidity, spice and a full-bodied, rich aftertaste.",135.0,93,2,0.9699612111750435
85579,Quinta do Pôpa 2013 Pôpa VV Vinhas Velhas Red (Douro),"Pôpa was the family's nickname for grandpa. The winery, run by grandson Stéphane Ferreira, is the grandkids' tribute. This richly perfumed wine, by consultant Luis Pato, comes from a field blend of 21 grape varieties. Old vines with an average age of 82-years-old in a single parcel have given the wine huge concentration and rich swathes of tannins and black plum and damson fruit. The wine has power while also retaining plenty of elegance. It is an impressive wine, just approaching its peak and ready from 2018.",45.0,95,2,0.9699545581649122
8811,Château Lagrézette 2013 Paragon Terroir de Massaut Malbec (Cahors),"A new wine for Alain Dominique Perrin's Lagrézette, this comes from a single vineyard on mainly gravel soil. It is dark, dense and powerfully concentrated. The dry tannins with their edge of minerality still dominate the black plum and berry flavors. Along with power and depth, the wine has its elegant side with the acidity giving a lift and even freshness at the end.",90.0,93,2,0.9698930894721453
13614,Domaine Berthoumieu 2011 Vitis MCM Tannat (Madiran),"This is a rich, concentrated wine, powered by both tannins and very ripe fruit. It is produced from vines planted in 1900 (MCM in Roman numerals), giving the dark color, density and power of old vines, layered with stylish black fruits and acidity. It's a fine expression of the complexity of pure Tannat with its layers of tannins and fruit. Drink from 2020.",35.0,94,2,0.9698758794764593
39002,Clos Troteligotte 2013 K-2 Malbec (Cahors),"The most impressive of the fine range of wines from this producer, the wine is structured and dense without ever losing sight of balance, fruit and acidity. That makes for a wine that has a dusty texture coupled with a dry center of fruit and wood tannins. The acidity and the juicy berry fruits give freshness. Everything is ready for long aging. Drink from 2019.",60.0,95,2,0.9698716860765912
93067,Château Peyros 2013 Vieilles Vignes Tannat-Cabernet (Madiran),"Vines up to 50-years-old are the basis of this rich and tannic wine. While it does have some age, it still has a way to go. Big bold tannins show strongly along with ripe black-plum skins. The wood aging has given this wine a smooth elegant edge that contrasts with the still young fruitiness. Drink from 2021.",20.0,93,2,0.969834476123302
52221,Niepoort 2009 Bioma Vinha Velha Vintage  (Port),"The concentration of old vines is very evident in this wine, which uses fruit that was sourced from a portion of old vines in Niepoort's Quinta da Pisca. There is a touch of bitter cherry, as well as a firm, dense core that shows a fine balance of acidity. This is powerful, full-bodied and packed with dark fruit—for long-term aging.",100.0,96,2,0.9696939010327479
70108,Cálem 1961 Colheita Tawny  (Port),"Old gold in color, this is a really mature Colheita from a great vintage Port year. It shows a firm structure that brings out its dry character along with its dense mature flavors, its spicy wood and its great concentration. As it develops in the glass, rich fruitiness comes through to add to the old wood flavors. This is a wine to savor slowly, a real meditation wine that demands attention.",320.0,95,2,0.9696761968955722
42769,Churchill's 2014 Vintage  (Port),"A field blend of grapes from two vineyards forms the backbone of this vintage Port. It is rich with young fruitiness that masks the firm tannins that will allow this wine to age many years. Berry flavors are balanced with acidity and richness to give a perfumed wine. In its young fruitiness it is ready to drink, although it will age well and really should not be drunk until 2025 at least.",70.0,93,2,0.9689037602040929
79399,Quinta das Carvalhas 2012 Carvalhas Tinta Francisca (Douro),"Tinta Francisca is one of the older varieties of the Douro, generally passed over in new vineyards. Perfumed, ripe and with an almost intense acidity, there is a dry core of tannins that are balanced by ripe red berry fruits, showing concentration from old vines. The wine is still young, finishing with considerable acidity. Drink from 2017.",30.0,91,2,0.9688590300806178
7288,Domaine Henri Delagrange 2014 Champans Premier Cru  (Volnay),"This is a rounded full-bodied wine that has red-fruit fleshiness as well as fine tannins for the future. It comes from 70-year-old vines on the southeast facing slopes that make up Volnay's Premier Cru vineyards. Rich in black fruits and dark smoky tannins, the wine also has intense young acidity. Drink this impressive wine from 2020.",106.0,93,2,0.9688506569780757
33945,Companhia das Quintas 2012 Herdade da Farizoa Reserva Red (Alentejo),"This wine has all the richness and ripeness of the Alentejo. Packed with dense black fruits and balanced acidity, it is a blend of two perfumed grapes, Touriga Nacional and Syrah. The wood aging has rounded out the natural tannins of the fruit and given a concentrated wine that will still need to age. Drink from 2017.",40.0,92,2,0.9688306723319176
6204,Quinta da Rede 2012 Reserva Red (Douro),"French oak aging has given this still-young wine a firmly structured character, with dark tannins and a firm texture. It's still very dry, structured and dark and needs a good few years to age and round out. For now, the ripe fruit and acidity are both showing great promise. Drink from 2018.",18.0,93,2,0.9688252271492447
88903,Château Haut-Pezat 2012  Saint-Émilion,"Produced from vines on the plain of Saint-Émilion near the Dordogne river, this is a Merlot-dominated wine. It has big tannins, bold ripe fruit and a dark core of dryness. As with so many wines in this vintage, the fruitiness makes it work so well, ripe and bold black fruits that are finished off with acidity. Drink from 2018.",40.0,88,2,0.9687749176076392
18843,Château Lafite Rothschild 2011  Pauillac,"The wine shows the power typical of a Lafite but within the context of the fruity 2011 vintage. The immensely dense tannic structure gives the wine a solid feel that is lifted by so much ripe black currant and berry fruits. At the back, the wine has a more brooding, dark character that suggests great aging potential. Drink this wine from 2019.",685.0,96,2,0.9687688717540784
68203,Quinta do Sagrado 2010 Vinhas Velhas Red (Douro),"Old vines and a field blend have produced one of the Douro's powerful, dense and mineral wines. It is very concentrated as well as rich. The acidity balances all this ripe fruit and high alcohol, so that the wine is full of powerful tannins and black fruits while having a crisp edge and aftertaste. Drink this serious wine now and until 2023.",47.0,94,2,0.9687659437371605
83398,Quanta Terra 2011 Terra a Terra Reserva Red (Douro),"The estate is in the hills above the Douro valley, giving wines that are perfumed, ripe and with a cool tannic structure. This wine is rich from a warm vintage, full of dark plums, but with an elegant tannic element that cuts through the fruit. Freshness and a juicy aftertaste complete a stylish wine for aging. Drink from 2018.",25.0,90,2,0.9687628484549089
54209,Château Balestard 2004  Bordeaux,"This is definitely a wine in the new ripe Bordeaux style, with rich black fruits and spicy tannins. Impressively dense, dusty fruit tannins are alongside smooth, polished new wood flavors. The acidity and black currants are the reminder that this is still Bordeaux, not New World.",35.0,88,2,0.9687064324067738
39234,Château Grand Boise 2016 Jadis Rosé (Côtes de Provence),"This lightly wood-aged wine, from an estate that has only changed hands three times in 400 years, is crisp, tight and very young. It has fine potential for the future. There are elegant fruits, spice and intense acidity that needs to soften. Produced from selected high-altitude parcels, the wine is balanced between the tangy texture and mineral fruitiness. Drink from early 2018.",34.0,93,2,0.9687029920902459
71595,Casa Santos Lima 2014 Al-Ria Reserva Red (Algarve),"The southern coastal region of Algarve is better known for beaches than for wine. This blend of Touriga Nacional and Syrah with long wood aging comes from the east of the region and shows great warmth as well as black plum fruit flavors. The juicy fruitiness is balanced by the youthful structure, showing the aging potential of the wine. Drink from 2017.",35.0,90,2,0.9686836785882452
77697,Albert Bichot 2014 Domaine du Clos Frantin  (Vosne-Romanée),"This has both a rich structure and rich fruit. The tannins comes first, dark and concentrated with spice and a dry core. After it, the ripe and juicy black fruit is layered with dense acidity. Together these two elements make for a concentrated wine that will age. Drink from 2020.",104.0,92,2,0.9686283182468739
97670,Louis Latour 2010 Château Corton Grancey  (Corton),"A firm, powerful wine, its tannins still very dominant. Acidity is a factor, along with deep red-plum fruit. Some sweetness will develop in the next several years, although this concentrated and complex wine will also have a solid core of dry, structured tannin. Age for at least five years.",130.0,93,2,0.968618402221165
95961,Wine & Soul 2012 Manoella Red (Douro),"This comes from 30-year-old vines in the Quinta da Manoella, the family vineyard of Jorge Borges, one of the winemaking husband-and-wife team at Wine & Soul. This bottling shows the fruit-driven side of this vineyard, which also has 100-year-old vines. It's dense and solid, with powerful tannins that are beautifully integrated into the big plum fruits. The aftertaste is smooth, rich and concentrated.",22.0,91,2,0.9683572650363672
971,Alphonse Mellot 2014 En Grands Champs  (Sancerre),"From old vines planted in a single vineyard, this is a spectacular red. It has the crisp acidity of the cool-climate Sancerre, but it also has the weight and ripeness of a fine Burgundy. The wood aging has left a spicy toasty edge to the beautiful cherry fruits and acidity. It could age for another year to be at its best. Drink from 2019.",112.0,94,2,0.9683558125814511
85046,Boas Quintas 2016 Fonte do Ouro Red (Dão),"This is the entry-level red from this estate in the heart of the Dão region. Its red-berry fruits are bright, bursting from the glass, bringing a firmer tannic core and a mineral texture. The wine is a typical blend of the region with Touriga Nacional, Alfrocheiro and Jaen. The oak aging has given the wine a smooth ripe aftertaste. Drink from 2018.",15.0,88,2,0.9682935945665255
77436,Quinta de Sant'Ana 2011 Reserva Red (Lisboa),"Blending Aragonez with Touriga Nacional has produced a magnificently structured wine, big and bold and packed with dark fruits. The wood aging and the firm tannins show strongly even after four years and the wine obviously needs aging. There is a fine, juicy backdrop that will develop to give a serious, complex and impressive wine. Drink from 2017.",27.0,93,2,0.9677810984563089
30495,Rui Roboredo Madeira 2013 Beyra Superior Red (Beira Interior),"A field blend of grapes from old vines plus a year in wood have given this wine both structure and concentration. Dark fruits, firm tannins and acidity are all present in this complex, age-worthy wine. It comes from vineyards just south of the Douro, grown on granite soils at a height of 2,100 feet. It's a serious wine that needs to age. Drink from 2019.",25.0,93,2,0.9677628605405991
107195,Secret Spot Wines 2013 Lacrau Old Vines Red (Douro),"Produced from a field blend of old vines in a gravity-fed winery at Quinta da Faísca, this is a concentrated and structured wine from grapes grown in the Vale de Mendiz in the heart of the Douro. Still young and still masking the black fruits with the tannins, it is slow to develop. It is rich, though, full in the mouth and likely to be a fine wine as it slowly matures. Drink from 2019.",25.0,92,2,0.9677297154809105
60122,Mouchão 2010 Dom Rafael Tinto Red (Alentejo),"This is a smooth, wood aged wine that comes from the Mouchão estate. It has rich red fruits, finely integrated tannins and a solid structure. It has an open, generous feel to it, given shape and aging potential by the dry core and fruity acidity. Drink from 2015.",14.0,90,2,0.9677073677417888
49195,Château Lamartine 2011 Cuvée Particulière Malbec-Tannat (Cahors),"Full of both fruit and structure, this richly perfumed and spicy wine is impressive with solid tannins that are coming into balance with the rich black fruits. It still needs aging, so drink from 2018. The property is owned by a dedicated wine family that over the years tended the few remaining Malbec vines that survived phylloxera of late 1800s, were founders of the union to protect Cahors wines in the 1930s and helped revive the Confrérie des vins de Cahors. Alain Gayraud is the family's current owner.",24.0,93,2,0.967706582070695
12496,Fontes da Cunha 2010 Quinta do Mondego Red (Dão),"Named after the river that flows through the Dão region, this wine is powerful, concentrated and serious. Still young and full of tannins, it also has ripe black fruits and balancing acidity. The structure brings out the granite soil of the region, with its dark, brooding quality. This is a fine wine that needs to age. Drink from 2018.",25.0,93,2,0.9676839237422441
84981,Quinta de Lemos 2008 Touriga Nacional (Dão),"Eighteen months in wood plus long bottle aging have produced a serious, dense and rich wine. It is perfumed and dark, certainly ready to drink, full of black fruits and hints of wood. There is a dark core of solid tannins surrounded by the generous fruits. Drink now.",35.0,91,2,0.9676838517784048
317,Château de la Tour 2013 Vieilles Vignes  (Clos de Vougeot),"Produced from vines more than 100 years old in the heart of the Clos de Vougeot vineyard, this is an impressive wine with a long future. The wood aging is already surrounded by ripe, intense black fruits. A fresher character comes from the bright acidity of the vintage, giving the wine a lift. The aftertaste is long and concentrated. Drink from 2024.",350.0,95,2,0.9676823389584168
580,Quinta do Monte Xisto 2013 Red (Douro),"This is an impressive, powerful wine. It speaks of the hard landscape of the Douro Superior, with its structure and dark tannins. At the same time, ripe dark fruits push through the still-young tannins giving the potential for a rich, black fruit dominated wine. Predominantly Touriga Nacional (60 percent), this wine is a new venture created by João Nicolau d'Almeida (who has run Ramos-Pinto for many years) and his family. Drink from 2018.",80.0,92,2,0.9676815303919915
95976,Perescuma 2011 Orquestra Special Selection Red (Alentejano),"Strongly tannic, this is a firmly structured, wood-aged wine. The wood shows as dark toast that dominates the rich fruit that still needs time to show strongly. It's a complex wine, full of spice, acidity, and with a dry, dense core. Drink from 2018.",15.0,91,2,0.9676788313896986
108417,Clos Troteligotte 2014 K-2 Malbec (Cahors),"Produced from organically grown grapes, this is the top of Troteligotte range. It is made from 25-year-old vines, and aged in amphorae. That gives a wine that is rich with soft rounded tannins and juicy blackberry fruits. It has a dense texture from aging on the lees in the amphorae. Rich and concentrated it will age and should not be drunk until 2020.",60.0,94,2,0.9676769223873097
45884,Hannes Reeh 2011 Rot Heideboden Red (Burgenland),"This smooth, wood-aged wine is richly tannic and packed with new wood flavors. Ripe red berries offer fruitiness and acidity. It has a fine depth of flavor and density, making it likely to age for several years, at least four. Screwcap.",18.0,90,2,0.9676742975012586
49182,Quinta das Carvalhas 2012 Carvalhas Vinhas Velhas Red (Douro),"From old vines, this is the estate wine of Carvalhas. Black in color, it is hugely rich, dense and brooding. The wine is still young, pushed forward by tannins as much as fruit and packed with a concentrated structure. Spice at the end and a dry aftertaste need time to soften. Drink from 2018.",60.0,93,2,0.967617673226046
35225,Quinta das Carvalhas 2013 Reserva Red (Douro),"This limited-release wine is a selection in the cellar from key parcels of this dramatic vineyard. With well-balanced spice and toast from 12 months in wood, it is richly endowed with dark fruits, rich black currants and black-plum flavors. The wine is full-bodied, rich and still packed with youthful fruitiness. Drink from 2019. If you go, hike up to their panoramic Casa Redonda at 1,800 feet.",25.0,92,2,0.9675723664303246
31000,Casa da Passarella 2010 O Oenólogo Vinhas Velhas Red (Dão),"Classic Dão tannins—firm, dry and powerful—are supported by satisfyingly ripe black fruit to yield a concentrated, dense, perfumed wine. Swathes of fruit are layered with this solid structure and given a final lift by ample acidity. It still needs to age, so drink from 2017.",35.0,93,2,0.9675566394818935
32051,Royal Oporto 2011 Late Bottled Vintage  (Port),This is a rich complex wine from a great vintage Port year. It has much of the same intense fruit as the vintage wines but with the advantage of longer aging in barrel to allow the rich dark plum and spice to be more ready to drink. It is bottled to be drunk now although another six months into 2017 will make it even better.,20.0,91,2,0.9675234036265583
71231,Terra Silvestre 2014 Grande Reserva Red (Tejo),"Alicante Bouschet and Syrah aged for 18 months in new wood give this wine concentration, richness and a dry tight core. It is a wine for long-term aging, rich with fruit potential, packed with dark tannins and solid with spice and concentrated black fruits. Drink from 2020.",37.0,91,2,0.9675116995956909
11581,Stéphane Aviron 2015  Moulin-à-Vent,"A firm and structured cru wine from 100-year-old vines that has layers of firm fruits and tannins. It is a wine that is likely to mature well, with its wood aging and dry core. A blend from four parcels, it is concentrated and with a rich black-cherry character. Drink this exceptional wine, from old-vine hunter Stéphane Aviron, starting in 2020.",24.0,94,2,0.9674979748190431
104653,Quinta do Perdigão 2012 Red (Dão),"From architect José Perdgão's small quinta—only 17 acres on typically high-altitude merciless soil—this classic Dão blend including Alfrocheiro and Jaen is ripe, still firmly tannic and mineral. It has weight and density, extra rich from the wood aging, and packed with solid tannins and balanced black fruits and acidity. The wine will be ready to drink from 2020.",30.0,94,2,0.9674754150671077
98069,Château Brethous 2012  Cadillac Côtes de Bordeaux,"Certified French organic with this vintage, this 100% Merlot is ripe, full-bodied and already showing its potential richness. Terroir-driven black fruits and generous tannins give a warm character to the wine that is then backed by black fruits and final acidity. This is a generous wine from the Verdier family, ready to age. Drink from 2018.",18.0,89,2,0.9674413978742127
50576,Quinta Vale Dona Maria 2012 Red (Douro),"This is a structured and beautifully wood-aged wine. It comes from vineyards high up in the hills above the Douro, giving a balanced character to the wine. Red berries and black plum skins give the fruit, balanced by the dense, dry core of serious tannins. It's a wine for long aging, so don't drink before 2018.",50.0,93,2,0.967440918566107
83445,Parras Vinhos 2014 Castelo do Sulco Reserva Red (Lisboa),"The red wine is rich, dense and packed with fruit and tannins. It comes from the heart of the Lisboa region, giving plenty of structure from the cool-climate vineyards. There are fine red-fruit flavors shot through by juicy acidity. The wine has a drier, still developing tannic aftertaste. Drink from 2017.",10.0,89,2,0.9674366382292108
100100,Château Léoville Las Cases 2010  Saint-Julien,"A hugely powerful wine, full of dark, brooding tannins. It's a wine for seriously long-term aging, a sculptural vision of classic Bordeaux structure with with classy, ripe blackberry fruits. It has fresh acidity and an immense full-bodied character, cut through with mineral acidity. A great wine, with great potential.",359.0,100,2,0.9674222342416534
92915,Quinta de Porrais 2012 Red (Douro),"From vineyards north of the Douro River on the plateau, this wine shows both richness and a fine cool, elegant style. The wood aging has given the wine depth and extra richness, adding to the berry fruits with spice and hints of toast. It's a wine to drink soon, full of fruit and balanced tannins. Drink from 2017.",16.0,90,2,0.9674027295276927
41889,Alfred Gratien 2008 Cuvée Paradis Brut  (Champagne),"Based around a blend of grand cru wines and with seven years aging, this wine combines a rich texture with tight acidity and hints of toast from the wood fermentation. A creamy background gives the mature fruits their chance to show beautifully. The wine is ready to drink although it will age at least until 2025.",125.0,94,2,0.9673950561673945
87909,Château de Gaudou 2013 Renaissance Malbec (Cahors),"Aged in wood for 18 months, this eucalyptus-perfumed wine is solid, structured and still packed with tannins. It is made for long-term aging with its rich black fruits and dark structure. The concentration and ripe fruit both promise a fine future. Drink from 2020.",21.0,90,2,0.9673577168020633
115023,Château Bellevue la Forêt 2011 Optimum Red (Fronton),"A dark colored blend of Négrette and Syrah, this is a concentrated and perfumed wine from Philip Grant, an Irishman who bought the estate in 2008. It is full of ripe plum fruits and bold tannins that give shape to what is a super-rich wine. The wood aging has cast a smooth patina over the fruit and given an extra complexity. This fine wine is ready to drink.",39.0,92,2,0.9673387556125269
10337,Dão Sul 2005 Quinta das Tecedeiras Reserva Red (Douro),"Ripe and spicy, this is an impressive, solid, new wood-dominated wine. The tannins come from high toast as well as the concentrated blackberry juice fruits. That makes it dry, a wine that needs to soften. But it has all the intensity that are the hallmarks of top Douro wines, so try it again in a year.",34.0,92,2,0.967325673343563
107897,Albert Bichot 2014 Les Sorbets Premier Cru  (Morey-Saint-Denis),"Rich, ripe and fruity, this wine wears its tannins easily. With layers of acidity, red-berry fruit and a dark, dry core, the wine is impressive and set to age. The aftertaste is both sweet with the generous fruit and dry with tannins, finishing firmly. Drink from 2020.",90.0,93,2,0.967292788330391
39944,Domaines Dominique Piron 2015 Grand Cras  (Morgon),"This is a very fine expression of this always richly structured appellation. It is still young, dominated by firm tannins as well as dark black fruits and the spice of wood aging. The acidity, the black cherry flavors and the density of the wine all suggest its great potential. Drink from 2020.",22.0,93,2,0.9672778952259828
111383,Château du Moulin-à-Vent 2011 Croix des Vérillats  (Moulin-à-Vent),"From a fine vintage, this is a rich, generous and impressive wine. It has structure, spice and a creamy texture from the 14 months in wood. Great acidity gives just the right amount of freshness to the black currant and black-cherry fruits. It's well worth aging and drinking from 2017.",51.0,93,2,0.9672441272291123
38610,Poças 2004 Reserva Red (Douro),"Wood-aged and almost black in color from the ripe, sweet berry fruit flavors and the velvet, opulent layers of polished wood and tannins. It's certainly a powerhouse of flavors, but the dry core keeps it from being out of balance, while the aftertaste is sweet and dry at the same time. Impressive.",25.0,92,2,0.9672036859579578
58719,Lionel Osmin & Cie 2012 Red (Buzet),"The small region of Buzet halfway between Bordeaux and Toulouse produces fruity, ripe and full-bodied Bordeaux-blend wines. This rich example has soft tannins and a smooth texture. Blackberry fruit flavors are right up front with a light amount of juicy acidity at the end. It is ready to drink.",15.0,87,2,0.9671807003035918
79111,Georges Duboeuf 2014 Domaine de la Vigne Romaine  (Moulin-à-Vent),"The bright cherry-red color shows how young this wine is. It is firm, still full of its youthful tannic character. Dense and solid, it has great juicy acidity, layers of red berries with more weight coming from dark plum flavors. It needs aging; drink from 2017.",25.0,90,2,0.9671712964405419
23373,José Maria da Fonseca 2005 Domini Red (Douro),"A finely structured wine that brings forward its firm tannins, but also keeps black berry and red plum fruit flavors. It has an edge of leanness, minerality perhaps, its tannins emphasizing dryness. The balance between the structure and the fruit produces a good value wine that is on a knife edge of exciting tension.",15.0,89,2,0.9671617229441888
7796,Château Cambon la Pelouse 2006  Haut-Médoc,"A perfumed, new wood-dominated wine, but one that does have the weight of fruit to support the wood. The tannins edge between fruit and wood, layered over rich black plums and bitter chocolate flavors. Under everything is fresh acidity to give the wine a welcome, vivid final lift.",20.0,88,2,0.9670937869694074
76772,Casca Wines 2009 Monte Cascas Grand Reserva Red (Douro),"A powerful, full-bodied and rich wine. Its tannins are already well balanced, layered within the dense black fruit. The wood aging brings hints of bitter chocolate and spice to go with its impressive fruit. This is a wine for aging over the next 4–5 years.",38.0,93,2,0.9670351674637228
63140,Companhia das Quintas 2009 Quinta de Pancas Selecção do Enólogo Red (Lisboa),"This is both fruity and mineral driven, a combination that gives intense structure surrounded by ripe black fruit. Chocolate and spice notes come from the wood aging. All of the elements come together in a powerful, full-bodied effort that should age for three years.",16.0,91,2,0.9669238483571644
52803,Rui Roboredo Madeira 2014 Castello d'Alba Tinto Reserva Red (Douro),"Packed with ripe fruits and soft tannins, this is a juicy, red fruit flavored wine. Although it is young with the fruity side right up front, it is really not a wine that needs to age for long. Enjoy the wine for its freshness and light touch of minerality.",16.0,88,2,0.9668169232471856
70547,Adega Mãe 2013 Dory Reserva Red (Lisboa),"A blend of the best grapes from the vintage, this is a powerful, oak-aged wine. Concentrated, rich and still showing signs of vanilla from the wood, it slowly reveals its great black fruits and acidity. With firm tannins at the end, the wine will need more time. Drink from 2019.",22.0,92,2,0.9666658656391445
69946,Casa Ferreirinha 2012 Quinta da Leda Red (Douro),"This is a rich, complex wine that has great tannins as well as very fine, ripe black fruits. It comes from the showpiece estate for Casa Ferreirinha in the Alto Douro. The dense fruits and balanced tannins and acidity are just beginning to develop, hinting at the very fine wine it will become. With final acidity still very present, it needs time. Drink from 2019.",65.0,94,2,0.966440191119693
82035,Château de Lamarque 2012 Donjon de Lamarque  (Haut-Médoc),"The second wine of Château de Lamarque is named after the medieval tower of the castle. It is a densely tannic wine, firm and dense although also with plenty of black-plum fruits. The wood aging is still showing prominently, giving a tough, dry edge to the wine that needs to soften. Give this tight wine until 2018.",30.0,88,2,0.9663912640021319
63496,Domaine Fabrice Larochette 2014 Le Clos de Monsieur Noly  (Pouilly-Fuissé),This is produced from 40-year-old vines that are planted in a walled vineyard. It is a beautifully concentrated combination of pure ripe yellow fruits and intense acidity. Together they create an opulent wine that still has structure and a crisp aftertaste. Keep this wine for a few more months and drink from the end of 2017.,32.0,92,2,0.9663879954131048
13886,Louis Jadot 2012 Domaine Duc de Magenta Clos de la Garenne Premier Cru  (Puligny-Montrachet),"Already beautiful, this comes from an estate that's managed by Louis Jadot in Puligny-Montrachet, always producing fine wines. It's smooth and toasty, although it is already showing ripe yellow fruits and fragrant acidity. Although drinkable now, it really needs to age, so keep until 2018.",125.0,94,2,0.9663675671426459
