,title,description,price,points,lda_label,1,price_bin
310,Cavallotto 2010 Vignolo Riserva  (Barolo),"After a few minutes in the glass, this stunning wine opens up to reveal classic Nebbiolo aromas of leather, tilled soil, underbrush, fragrant blue flower and ripe berry. The juicy concentrated palate dishes out layers of succulent black cherry, crushed raspberry, anise and pipe tobacco framed in firm, velvety tannins. Drink 2022–2035.",150.0,97,1,0.9730147840077973,above 40
105072,Il Paradiso di Manfredi 2006 Riserva  (Brunello di Montalcino),"This gorgeous Brunello seamlessly weaves together sensations of tilled soil, blue flower, ripe black cherry, leather, truffle, clove, white pepper and Mediterranean herbs. It's balanced and smooth, with velvety tannins and fresh acidity. Even though it's already delicious, it will continue to develop complexity for years.",152.0,97,1,0.9735363523687174,above 40
107161,Sandrone 2013 Aleste  (Barolo),"Formerly known as Cannubi Boschis, this impressive wine boasts alluring aromas of crushed raspberry, baking spice, chopped mint, violet and woodland berry. The savory elegant palate delivers succulent Marasca cherry, strawberry compote, cinnamon, licorice and a hint of coffee. Fine-grained tannins and bright acidity provide polished support and great balance. Drink 2023–2038.",170.0,97,1,0.9745377773276341,above 40
40687,Mascarello Giuseppe e Figlio 2010 Monprivato  (Barolo),"Elegant and complex, this gorgeous wine is all about finesse, offering enticing aromas of rose petal, iris, perfumed berry, baking spices, anise and chopped aromatic herbs. The structured but silky palate seamlessly melds together juicy Morello cherry, crushed raspberry, cinnamon, clove, licorice and tobacco while bright acidity and ultrafine tannins provide the framework. It's already tempting and impeccably balanced but will be even better in a few years. Drink 2018–2030.",175.0,99,1,0.977857496575841,above 40
40876,Conti Costanti 2010 Riserva  (Brunello di Montalcino),"Aromas of ripe black-skinned fruit, new leather, menthol and a whisper of blue flower unfold on this stunning, elegantly structured wine. The vibrant palate doles out ripe black cherry, cinnamon and star anise framed in firm, fine-grained tannins. Hold for even more complexity. Absolutely superb. Drink 2022–2035.",190.0,98,1,0.9710524581779407,above 40
1420,Tenuta San Guido 2008 Sassicaia  (Bolgheri Sassicaia),"Recently implemented winemaker and cellar changes make this one of the best Sassicaias ever. This Cabernet Sauvignon-Cabernet Franc blend delivers thick concentration and sun-kissed aromas of black fruit, prune, dried bay leaf, black olive and tobacco. The thick, fertile soils that characterize the magical strip of coastal Tuscany at Bol-gheri help shape amazing richness and intensity.",220.0,97,1,0.9698060390684765,above 40
31728,Tenuta San Guido 2012 Sassicaia  (Bolgheri Sassicaia),"One of Italy's most iconic bottlings, the 2012 Sassicaia is drop-dead gorgeous. A blend of 85% Cabernet Sauvignon and 15% Cabernet Franc, it boasts sensations of blue flowers, cedar, juicy red currants, ripe raspberries, white pepper and a balsamic note. Structured, radiant and loaded with finesse, it delivers everything you'd expect from a world-class wine and more. Drink 2018–2032.",235.0,99,1,0.9718356262647351,above 40
40880,Poggio di Sotto 2010  Brunello di Montalcino,"Stunning and fragrant, this elegantly structured wine opens with a fragrance of pressed violet, perfumed red berry, leather, white pepper and a whiff of mint. The vibrant, silky palate offers black raspberry, wild cherry, cinnamon and licorice alongside firm, refined tannins and bright acidity. It's loaded with finesse and already has great depth but hold for more complexity. Drink 2018–2028.",290.0,97,1,0.9766078900649025,above 40
103998,Alpha Omega 2012 ERA Red (Napa Valley),"This blend from individual blocks includes 94% Cabernet Sauvignon, 4% Cabernet Franc and 2% Merlot. Juicy and round, it expresses chocolate, vanilla, dark cherry and cassis flavors and is a joy to drink and experience evolve. Despite plenty of ripe power and lushness, it also boasts substantial elegance.",300.0,99,1,0.9645676331825359,above 40
31730,Marchesi Antinori 2012 Solaia Red (Toscana),"This stunning expression of Solaia opens with ample aromas of exotic spices, tilled soil, mature black-skinned fruit and an underlying whiff of fragrant blue flowers. The vibrant, elegantly structured palate doles out high-toned black cherry, ripe blackberry, white pepper, cinnamon, clove and Mediterranean herbs alongside a backbone of firm, polished tannins and bright acidity. Drink 2017–2032.",325.0,97,1,0.9790825335037963,above 40
