,title,description,price,points,lda_label,9,price_bin
98399,Arpepe 2007 Sassella Vigna Regina Riserva  (Valtellina Superiore),"This radiant, fragrant Nebbiolo opens with a potpourri of scents including aromatic herb, leather, cedar, pressed rose petal and dark spice. The luminous, subtle palate is loaded with finesse, delivering juicy red cherry, cinnamon, star anise, white pepper and pipe tobacco. It's impeccably balanced, with noble tannins and bright acidity. Drink now or hold for even more complexity. Drink through 2032.",105.0,96,9,0.973524501721782,above 40
40877,Baricci 2010 Nello Riserva  (Brunello di Montalcino),"New leather, mature black-skinned fruit, tilled soil and a touch of dark spice are some of the aromas you'll find on this fantastic, full-bodied red. The big, velvety palate shows power and finesse, offering mouthfuls of juicy wild cherry, black raspberry, licorice, Mediterranean herb and a note of exotic spice framed in firm, ripe tannins. It's already balanced and delicious, but hold for more complexity. Drink 2020–2035.",120.0,98,9,0.9774935505948413,above 40
40159,Rivetto 2010 Briccolina  (Barolo),"Succulent wild cherry, black raspberry, rose, violet, licorice, chopped mint, ground pepper and tobacco are just some of the aromas and flavors you'll find on this delicious, structured Barolo. A backbone of firm, velvety tannins and bright acidity support the juicy flavors. Drink 2018–2030.",149.0,96,9,0.9639957680819392,above 40
74174,Massolino 2010 Vigna Rionda Riserva  (Barolo),"This stunning wine opens with scents of tilled earth, leather, pipe tobacco, forest floor and wild berry. The focused, vibrant palate delivers ripe red cherry, white pepper, grilled herb, licorice and an energizing mineral note. Youthfully austere, refined tannins and fresh acidity provide impeccable balance and an impressive, ageworthy structure. Drink 2020–2045.",150.0,96,9,0.9727207936645456,above 40
107175,Aldo Conterno 2013 Bussia Cicala  (Barolo),"Aromas of dark berry, iris, menthol and a whiff of oak emerge on this vibrant wine. Firmly structured but loaded with finesse, the palate delivers ripe Marasca cherry, crushed black raspberry, vanilla, savory mineral and thyme alongside fine-grained tannins. A licorice note wraps around the tight finish. This is still primary so be sure to give it time to fully develop. Drink 2025–2045.",150.0,96,9,0.9727214061198854,above 40
40163,Sandrone 2011 Cannubi Boschis  (Barolo),"Initially shy and brooding, it eventually reveals a potpourri of aromas, including forest floor, graphite, wild berry, mint, rose and a balsamic note. The palate delivers layers of ripe red cherry, black raspberry, tobacco, ground pepper, menthol and cinnamon alongside youthfully assertive but ripe tannins. Drink 2019–2031.",165.0,96,9,0.9678536067691567,above 40
39806,Il Palazzone 2010 Riserva  (Brunello di Montalcino),"Enticing scents of ripe dark-skinned berry, leafy underbrush, chopped herb, dark spice and a toasted note come together on this structured, poised wine. The delicious, full-bodied palate offers layers of juicy black cherry, crushed raspberry, licorice, mint and a blast of orange peel while firm, velvety tannins provide the polished framework. A coffee note closes the lingering finish. Drink 2019–2028.",170.0,95,9,0.976918881629105,above 40
41071,Paolo Scavino 2011 Rocche dell'Annunziata Riserva  (Barolo),"Aromas of mature iris, blackberry, tobacco, crushed mint and baking spice lift out of the glass on this gorgeous Barolo. Despite the scorching heat, the Scavino made a supremely elegant wine, boasting black cherry, crushed black raspberry, menthol, star anise and ground clove framed in fine-grained, velvety tannins and fresh acidity. A gorgeous wine. Drink 2020–2031.",190.0,96,9,0.9718694512430183,above 40
40876,Conti Costanti 2010 Riserva  (Brunello di Montalcino),"Aromas of ripe black-skinned fruit, new leather, menthol and a whisper of blue flower unfold on this stunning, elegantly structured wine. The vibrant palate doles out ripe black cherry, cinnamon and star anise framed in firm, fine-grained tannins. Hold for even more complexity. Absolutely superb. Drink 2022–2035.",190.0,98,9,0.96785234628486,above 40
40888,Fuligni 2010 Riserva  (Brunello di Montalcino),"The nose is still a bit closed but eventually reveals black-skinned berry, dark spice, iris and a whiff of tilled soil. The palate is more expressive and downright delicious, offering juicy black cherry, raspberry jam, cinnamon and a touch of exotic spice. Firm, fine-grained tannins and fresh acidity provide the framework while a licorice note closes the lingering finish. Drink 2020–2032.",195.0,96,9,0.9742811248861601,above 40
