,title,description,price,points,lda_label,7,price_bin
60496,Germano Ettore 2013 Brut Sparkling (Alta Langa),"Fragrant spring flower, white stone fruit, citrus and baked bread aromas lift out of the glass. Creamy and crisp, the vibrant palate delivers juicy Bartlett pear, Gala apple, vanilla and pastry cream. It's all framed in an elegant continuous perlage.",35.0,94,7,0.9608632929425964,20-40
88767,Selva Capuzza 2011 Menasasso Riserva  (Lugana),"Alluring aromas of white spring flower, hay, stone fruit and almond come together in the glass. The firm, savory palate delivers creamy peach, juicy nectarine, mature apple, Mediterranean herb and mineral alongside bright acidity. Enjoy now through 2018.",39.0,92,7,0.9666599832790889,20-40
58440,Cantina Produttori San Michele Appiano 2012 Sanct Valentin Sauvignon (Alto Adige),"Stunning and sophisticated, it leads with intense aromas of elder flowers, tropical fruit, spice and hay. The structured but elegant palate delivers creamy peach, melon, and exotic fruit accented with notes of spice and energizing mineral purity alongside vibrant acidity. Throughout, it shows impeccable balance and depth.",40.0,94,7,0.9653782576486225,20-40
105775,I Sodi 2009  Vin Santo del Chianti Classico,"Made with dried grapes—67% Malvasia and 33% Trebbiano—this meditation wine opens with intense aromas of maple syrup, carob and crushed raw almond. The concentrated palate doles out dried apricot, chestnut honey and toasted hazelnut while fresh acidity balances the sweet flavors.",40.0,93,7,0.9549832363419181,20-40
57236,Cantina Produttori San Michele Appiano 2012 Sanct Valentin Sauvignon (Alto Adige),"Stunning and sophisticated, it leads with intense aromas of elder flowers, tropical fruit, spice and hay. The structured but elegant palate delivers creamy peach, melon, and exotic fruit accented with notes of spice and energizing mineral purity alongside vibrant acidity. Throughout, it shows impeccable balance and depth.",40.0,94,7,0.9653782576486225,20-40
75445,Villa Sandi 2016 Vigna La Rivetta Brut  (Valdobbiadene Superiore di Cartizze),"This gorgeous sparkler offers enticing scents of white stone fruit and spring flower. Vibrant and silky, the smooth elegant, palate delivers crisp apple, creamy white peach and juicy nectarine set against bright acidity and an ultrarefined perlage.",42.0,93,7,0.9624949286727297,above 40
9772,Maso Martis 2013 Extra Brut Riserva Rosé Pinot Nero (Trento),"Made entirely with Pinot Nero, this boasts apple, bread crust and toasted hazelnut aromas that follow through to the smooth silky palate along with an orange-zest note. Crisp acidity lifts the creamy flavors. Delicious.",50.0,93,7,0.9499891057418728,above 40
68373,Capichera 2013 VT Vermentino (Isola dei Nuraghi),"Made with late ripened Vermentino, this gorgeous wine opens with an alluring fragrance of citrus blossom, white wild flower, ripe orchard fruit and a hint of wild herb. The rich palate boasts depth and complexity, delivering layers of succulent nectarine, honey, yellow peach, flint and ginger. A white almond note closes the long, lingering finish.",69.0,94,7,0.9709620289611458,above 40
105639,Jermann 2014 Vintage Tunina White (Venezia Giulia),"One of Italy's most celebrated whites, this elegant wine opens with alluring scents of white spring flower, white stone fruit and citrus. Radiant and loaded with finesse, the vibrant palate delivers yellow apple, Bartlett pear, nectarine and a hint of ginger alongside bright acidity.",69.0,92,7,0.9624970298789874,above 40
81179,Jermann 2012 Vintage Tunina White (Venezia Giulia),"A blend of Chardonnay, Sauvignon, Ribolla Gialla, Malvasia and Picolit, this stunning wine offers enticing scents of wildflower, citrus and ripe orchard fruit. The radiant palate delivers white peach, lemon zest, yellow apple and mineral while bright acidity provides impeccable balance. Drink through 2020.",70.0,93,7,0.9590845330302166,above 40
