,title,description,price,points,cluster_label,cosine_similarity,price_bin
74220,Vietti 2006 Rocche  (Barolo),"Rocche Barolo is another homerun for Vietti. You'll fall in love with the wine's rich intensity and the ensuing complexity that becomes apparent as the wine spends more time in the glass. Thanks to a continuing evolution, you'll recognize aromas of wild berry, smoke, crushed stone, licorice, cola and mesquite. The tannins are silky and smooth. Hold ten years or more.",130.0,95,4,0.9841189969961116,above 40
18851,Col d'Orcia 2006 Poggio al Vento Riserva  (Brunello di Montalcino),"This iconic Brunello seamlessly combines power and finesse. It opens with earthy aromas of underbrush, tobacco, tilled soil and blackberries. The dense palate delivers juicy black cherry and raspberry alongside black pepper, licorice and a balsam note. It's impeccably balanced but still very young, and still showing racy acidity and assertive tannins. Give it time to soften and develop more complexity. Drink 2016–2031.",150.0,95,4,0.9841189969961116,above 40
22575,Castello Banfi 2006 Poggio all'Oro Riserva  (Brunello di Montalcino),"Poggio all'Oro (a wine only produced in the best vintages) is a sophisticated and austere Brunello with just a tiny dab of sweet spice and red rose aromas on the bouquet. Beyond those are steady, savory pulses of tobacco, leather and dark cedar. The wine is plush, textured and rich, with a polished firmness that keeps it grounded on the palate.",150.0,95,4,0.9841189969961116,above 40
35108,Castello di Ama 2006 L'Apparita Merlot (Toscana),"L'Apparita is a divine and delicate expression of Merlot with rich layers of black cherry, blackberry, spice, mocha, cedar, exotic spice and polished stone that are seamlessly woven together. The wine hits the palate with the softness and richness of the world's best Merlots and leaves a fading impression of fruit and spice that can be counted in many long, delicious minutes. Hold until 2018.",169.0,96,4,0.9841189969961116,above 40
40894,Tenuta dell'Ornellaia 2006 Ornellaia  (Bolgheri Superiore),"Consistently among Italy's top-scoring wines, this vintage of the celebrated Ornellaia (a blend of Cabernet Sauvignon, Merlot, Cabernet Franc and Petit Verdot) is a gorgeous expression of the very best of European enology. It delivers extraordinary richness, succulence and intensity, but remains elegant to the end. Aromas include black cherry, spice and dark chocolate.",200.0,97,4,0.9841189969961116,above 40
73348,Gaja 2006 Conteisa Nebbiolo (Langhe),"Conteisa is a Barolo-inspired wine from Angelo Gaja (with 8% Barbera) that opens with very attractive and approachable aromas of red fruit, tobacco, leather, moist earth and black licorice. There's a youthful element to the personality (that hints at a long aging future ahead) backed by silky, but firm tannins and beautifully crisp acidity. The wine will be at its best after 2018.",215.0,97,4,0.9841189969961116,above 40
54479,Gaja 2006 Sperss Nebbiolo (Langhe),Sperss (the name is inspired by the local word for “nostalgia”) is a vineyard located in the Barolo territory of Serralunga. Angelo Gaja adds 6% Barbera to the wine for brightness and freshness but the overall ensemble shows so much more than that. It delivers sophisticated softness and a velvety texture that is backed by exotic spice and loads of wild berry and licorice. Add huge depth and intensity and you have the criteria for a cellar-worthy wine. Will be ready to drink after 2020.,255.0,98,4,0.9841189969961116,above 40
73353,Gaja 2006 Costa Russi Nebbiolo (Langhe),"Purchased by the Gaja family in 1967, the Costa Russi vineyard produces elegant expressions of Nebbiolo with beautifully saturated, sun-drenched flavors. Indeed, this vintage shows wild berry with beautiful background renderings of smoke and graphite. Five percent Barbera is added and the wine shows amazing harmony and sophistication with bright acidity and firm tannins. It will only become more beautiful in time.",420.0,95,4,0.9841189969961116,above 40
35107,Tenuta dell'Ornellaia 2006 Masseto Merlot (Toscana),"This wine shows growing intensity the longer it stays in the glass and a very silky, polished feel in the mouth. Aromas include red fruit, spice and rosemary: this is a beautiful, balanced wine that will have a long life in your cellar.",460.0,97,4,0.9841189969961116,above 40
84304,Dal Forno Romano 2006  Amarone della Valpolicella,"Dal Forno delivers one of the world's most impossibly rich and concentrated red wines. Using grapes sourced from the high-density Monte Lodoletta vineyard, this inky, dark expression oozes with syrupy tones of maraschino, dark chocolate fudge, cinnamon spice, crushed clove and barbecue smoke. In keeping with the wine's legendary reputation for long aging potential, the tannins are rock solid at the moment.",530.0,95,4,0.9841189969961116,above 40
