,title,description,price,points,cluster_label,cosine_similarity,price_bin
315,Rochioli 2014 Sweetwater Chardonnay (Russian River Valley),"A waft of smoky char and toasty oak provide a rich foundation and compelling entry into this one-acre vineyard-designate from the historic grower, before unleashing, slowly, a torrent of melon and fresh-cut apple with a length of intriguing nutmeg and cardamom. Medium-bodied and lush, it will remain on your palate memory a long time.",68.0,96,6,0.9993948651295279,above 40
312,Rochioli 2014 South River Chardonnay (Russian River Valley),"Citrus-kissed saltiness lies at the core of this incredibly delicious, deliriously crafted wine, from the great grape grower in the heart of the Russian River Valley. Beautifully crisp, it lingers in stony minerality and a freshness of apricot, memorable from first sip to last.",68.0,96,6,0.9993948651295279,above 40
9628,Paul Hobbs 2008 Ulises Valdez Vineyard Chardonnay (Russian River Valley),"An awesome Chardonnay that gives everything you want in richness, yet frames it in a structural integrity rare in California. Dazzles with tropical fruit, green apple and pear flavors, with a brilliant overlay of oak that adds buttered toast and spice flavors, not to mention sturdy oak tannins. But it's the zesty acidity, like a squirt of lime juice, that really elevates this wine.",70.0,95,6,0.9993948651295279,above 40
5643,Lynmar 2011 La Serenité Chardonnay (Russian River Valley),"This is a best-of-barrels blend from different vineyard sites. It's a very good wine that grabs your attention with sheer Chardonnay dazzle. The tropical fruits are incredibly ripe and intense, with sweet, smoky oak adding supportive richness, brought into focus by crisp acidity. There's a core, like the nucleus of an atom, that holds everything together. Might even age for half a dozen years.",70.0,94,6,0.9993948651295279,above 40
8914,Lynmar 2015 La Sereinite Chardonnay (Russian River Valley),"This is a velvety smooth, superbly made white with delightful sparks of fresh-squeezed lemon, stone and salt. Ginger and lemongrass touches add an exotic quality, enhancing its bright freshness and core of acid-led tension.",70.0,95,6,0.9993948651295279,above 40
2274,Paul Hobbs 2012 Ellen Lane Estate Chardonnay (Russian River Valley),"Sunflower-gold in color, this heady, hedonistic Chardonnay brims with aromas of toasted brioche, lemon and herb. Bright and completely balanced, it invites sip after sip until there simply is no more. Concentrated and complex it finishes dry, lingering in beautiful layers on the tongue.",75.0,95,6,0.9993948651295279,above 40
1440,Hanzell 2009 Chardonnay (Sonoma Valley),"A tremendous Chardonnay. As always, the winery's '09 is bone dry, crisply acidic and minerally. You might call it austere at this point, with its tart finish of grapefruit. But a great Hanzell Chardonnay will improve for at least a decade, possible two, and this is a great Hanzell Chardonnay. The score reflects what the wine likely will be approximately eight years down the road.",75.0,95,6,0.9993948651295279,above 40
974,Big Table Farm 2015 Elusive Queen Chardonnay (Willamette Valley),"This winery is earning a place among Oregon's best with its top tier wines, like this one. Complex and loaded with bee pollen, crisp apple, lime zest, seabreeze and toasted cracker notes, it leaves you breathless the longer it breathes.",85.0,94,6,0.9993948651295279,above 40
4179,Bergström 2015 Sigrid Chardonnay (Willamette Valley),"This succulent wine is saturated with rich citrus flavors. Grapefruit, lemon, lime and pineapple notes combine while its 18 months in barrel contributes a layer of buttery toast.",95.0,94,6,0.9993948651295279,above 40
4180,Bethel Heights 2014 The High Wire Estate Chardonnay (Eola-Amity Hills),"The debut vintage for this cuvée, this is made from 100% Wente clone vines planted in 1977. It's richly concented on the palate, layered with dried apricot, grapefruit and pineapple flavors. A lush, buttery note enwraps its long, satisfying, full-bodied finish.",95.0,94,6,0.9993948651295279,above 40
