,title,description,price,points,lda_label,7
112896,Cantina Produttori San Michele Appiano 2012 Appius White (Alto Adige),"Made with 65% Chardonnay, 15% Sauvignon, 10% Pinot Grigio and 10% Pinot Bianco, this elegant white offers aromas of white flower, tropical fruit, mint and whiffs of toasted oak. The structured palate delivers Golden Delicious apple, vanilla, oak and lemon zest. A mineral note closes the lingering finish.",108.0,90,7,0.9678503337198102
49403,Marangona 2013 Trecampane  (Lugana),"Alluring aromas of white flower, orchard fruit and Mediterranean herb mingle in the glass. The delicious, linear palate offers a nice depth of flavors including juicy yellow peach, tart green apple, nectarine and a hint of ginger alongside tangy acidity. The lingering finish closes on a mineral note.",20.0,92,7,0.9678501292755203
109868,Panizzi 2015  Vernaccia di San Gimignano,"Delicate aromas suggesting acacia flower, chamomile, yellow stone fruit and a whiff of hazelnut set the tone on this medium-bodied white. The ripe succulent palate doles out mature yellow apple, nectarine zest and a hint of honey alongside fresh acidity. A note of bitter almond marks the finish.",20.0,89,7,0.9678498108035123
64625,Graziano Merotto 2014 Cuvée del Fondatore Rive Col San Martino  (Valdobbiadene Prosecco Superiore),"Enticing scents of wild flowers and white peach lead the nose, with a whiff of dried herbs. The creamy palate offers juicy apple, yellow pear and crushed minerals alongside zesty acidity and a frothy, elegant mousse. It's elegant and linear, with vibrant acidity that lifts up the fruit richness.",34.0,91,7,0.9666611426184533
88767,Selva Capuzza 2011 Menasasso Riserva  (Lugana),"Alluring aromas of white spring flower, hay, stone fruit and almond come together in the glass. The firm, savory palate delivers creamy peach, juicy nectarine, mature apple, Mediterranean herb and mineral alongside bright acidity. Enjoy now through 2018.",39.0,92,7,0.9666599832790889
32042,Maso Martis 2011 Dosaggio Zero Metodo Classico Riserva Sparkling (Trento),"A blend of 70% Pinot Nero and 30% Chardonnay, this opens with aromas of toast, bread crust, ripe pear and a whiff of dried wild flower. The firm, elegant palate offers ripe Golden Delicious apple, tangerine zest, almond and a hint of ginger alongside a persistent perlage and fresh acidity.",67.0,91,7,0.966658852815202
61977,Il Palagione 2015 Hydra  (Vernaccia di San Gimignano),"Made with organically farmed grapes, this appealing white offers aromas of fragrant white flower and ripe orchard fruit. The savory succulent palate delivers white peach, citrus, honeydew melon and a mineral note. Fresh acidity brightens the creamy flavors while a hint of bitter almond adds depth. It's an incredible value.",10.0,88,7,0.9666585459899654
3722,Fontanafredda 2011 Extra Brut Metodo Classico Sparkling (Alta Langa),"Crisp and quenching, this opens with aromas of white spring flower, ripe orchard fruit and a whiff of cake spice. The fresh, silky palate doles out ripe apple, pear and citrus zest alongside an elegant perlage. Bright acidity lifts the juicy fruit flavors. It's savory and incredibly easy to drink.",49.0,90,7,0.9666583873912977
4840,Cappella Sant'Andrea 2013  Vernaccia di San Gimignano,"Fragrant yellow flower and mature orchard fruit aromas lead the nose along with a whiff of aromatic herb. Made with organic grapes, the wine has a delineated palate that displays crisp yellow apple, juicy citrus zest, sage and a hint of ginger alongside mouthwatering acidity. Almond marks the close.",17.0,89,7,0.965380285601629
56477,Selva Capuzza 2013 Selva  (Lugana),"Delicate aromas of pressed white flower, tree fruit, citrus and slate lead the nose on this elegant, structured white. The vibrant palate offers juicy yellow peach, Granny Smith apple, nectarine skin and bitter almond alongside crisp acidity. The lingering finish has a mineral accent.",33.0,91,7,0.965380279991992
95957,Selva Capuzza 2013 Selva  (Lugana),"Delicate aromas of pressed white flower, tree fruit, citrus and slate lead the nose on this elegant, structured white. The vibrant palate offers juicy yellow peach, Granny Smith apple, nectarine skin and bitter almond alongside crisp acidity. The lingering finish has a mineral accent.",33.0,91,7,0.965380279991992
100551,BiancaVigna 2016 Rive di Soligo Dosaggio Zero  (Conegliano Valdobbiadene Prosecco Superiore),"Delicate scents of white spring flower and white stone fruit curl out of the glass. This is loaded with finesse, delivering creamy white peach, green apple, pear and citrus. Vibrant acidity lends balance while an elegant perlage gives it an irresistibly silky texture.",23.0,93,7,0.9653797442186028
92932,Zuani 2014 Vigne White (Collio),"Compelling scents of white spring flower, stone fruit and a whiff of nut weave throughout this blend of Friulano, Chardonnay, Sauvignon and Pinot Grigio. The vibrant palate delivers yellow apple, orange zest, almond and mineral alongside tangy acidity.",24.0,90,7,0.9653792351788647
57236,Cantina Produttori San Michele Appiano 2012 Sanct Valentin Sauvignon (Alto Adige),"Stunning and sophisticated, it leads with intense aromas of elder flowers, tropical fruit, spice and hay. The structured but elegant palate delivers creamy peach, melon, and exotic fruit accented with notes of spice and energizing mineral purity alongside vibrant acidity. Throughout, it shows impeccable balance and depth.",40.0,94,7,0.9653782576486225
58440,Cantina Produttori San Michele Appiano 2012 Sanct Valentin Sauvignon (Alto Adige),"Stunning and sophisticated, it leads with intense aromas of elder flowers, tropical fruit, spice and hay. The structured but elegant palate delivers creamy peach, melon, and exotic fruit accented with notes of spice and energizing mineral purity alongside vibrant acidity. Throughout, it shows impeccable balance and depth.",40.0,94,7,0.9653782576486225
31147,Marenco 2015 Scrapona  (Moscato d'Asti),"Ripe and savory, this frothy dessert wine boasts heady aromas of yellow stone fruit, citrus zest, aromatic herb and a whiff of honey. The rich palate doles out ripe apricot, yellow peach and candied lemon drop alongside an elegant, soft mousse.",24.0,89,7,0.9653779582772389
109873,Il Colombaio di Santa Chiara 2013 L'Albereta Riserva  (Vernaccia di San Gimignano),"Delicate aromas suggesting ripe orchard fruit, citrus, vanilla and a whiff of toasted oak lift out of the glass. The bright tangy palate presents candied lemon drop, apricot and yellow apple framed in mouthwatering acidity. An almond note closes the finish.",34.0,89,7,0.9653776726822163
38854,Pratello 2016 Catulliano  (Lugana),"Intriguing aromas of white spring flower, ripe orchard fruit and a smoky whiff of gunflint lift out of the glass. The polished palate delivers juicy white peach, green apple, white almond a mineral note suggesting wet stone. It's a lovely wine.",17.0,90,7,0.9653765985521178
18076,Selva Capuzza 2015 San Vigilio  (Lugana),"This vibrant, savory white opens with alluring scents of pear, tropical fruit and a whiff of fragrant white flower. The round, medium-bodied palate shows white peach, golden apple and mineral. Fresh acidity brightens the creamy flavors while an almond note backs up the finish.",25.0,90,7,0.9653762625467879
112581,Selva Capuzza 2015 San Vigilio  (Lugana),"This vibrant, savory white opens with alluring scents of pear, tropical fruit and a whiff of fragrant white flower. The round, medium-bodied palate shows white peach, golden apple and mineral. Fresh acidity brightens the creamy flavors while an almond note backs up the finish.",25.0,90,7,0.9653762625467879
29033,Maso Martis 2006 Madame Martis Brut Metodo Classico Riserva Sparkling (Trento),"Aromas of toast, oak, hazelnut and a whiff of citrus zest slowly come together on this mature sparkler. The concentrated palate is more about complexity than primary fruit, offering bread crust, toasted almond, fennel, yellow apple skin and a hint of lemon zest alongside an elegant perlage.",170.0,90,7,0.965375173774602
9536,Citari 2015 Conchiglia  (Lugana),"Fragrant white flower, yellow stone fruit and dried herb aromas open. The vibrant, elegant palate offers mature yellow apple, creamy white peach and mineral alongside bright acidity. A white almond note closes the lingering finish.",22.0,91,7,0.9639967476518375
93476,Michele Chiarlo 2015  Moscato d'Asti,"This fragrant, foaming dessert wine opens with aromas of yellow stone fruit, chopped herb and a floral note of jasmine. The rich, bright palate doles out apricot, yellow peach, grilled sage and candied nectarine zest alongside a delicate mousse and fresh acidity.",19.0,89,7,0.9639962178765392
32126,Pieropan 2013 La Rocca  (Soave Classico),"Delicate scents of spring blossom, exotic fruit, hazelnut and a whiff of oak emerge on this radiant white. The linear, elegant palate offers tangerine zest, yellow apple, mineral and bitter almond accompanied by vibrant acidity. It's loaded with finesse.",31.0,91,7,0.9639959444503414
109321,Collavini 2013 Broy Bianco White (Collio),"Scents of chamomile, tropical fruit and citrus zest lead the nose on this vibrant blend of Friulano, Chardonnay and Sauvignon. The structured, savory palate offers layers of yellow peach, candied lemon drop, nut and mineral alongside bright acidity that leaves a tangy finish.",36.0,90,7,0.9639951198574717
65205,Bisol 2004 Eliseo Bisol Cuvée del Fondatore Talento Sparkling (Veneto),"A blend of Pinot Bianco, Chardonnay and Pinot Nero, this offers aromas of dried apricot, bread crust, toasted nut and a hint of butterscotch. The rich, round palate offers candied nectarine zest, toasted walnut, ripe yellow apple skin and pastry cream alongside a refined, persistent perlage.",65.0,91,7,0.9639950798687072
34764,Loredan Gasparini 2016  Asolo Prosecco Superiore,"Fragrant white flower and white stone fruit aromas leap out of the glass. On the creamy palate, a hint of crushed herb adds depth to white peach and golden apple. Fresh acidity and a foamy mousse set off the rich flavors while a suggestion of lemon drop marks the close.",29.0,89,7,0.963994716285657
48783,Gancia 2008 Cuvée 60 Mesi Metodo Classico Riserva Sparkling (Alta Langa),"Rich and creamy, this has alluring aromas of ripe orchard fruit, toasted bread crust and a whiff of honey. The smooth palate doles out mature yellow apple, candied nectarine zest and toasted hazelnut framed in fresh acidity and an elegant mousse.",60.0,90,7,0.9639946004698807
71341,Cocchi 2011 Totocorde Brut Sparkling (Alta Langa),"White flower, toasted nut, citrus and white stone fruit aromas set the tone on this crisp sparkler. The elegant palate offers creamy pear, yellow apple, nectarine zest and bread crust alongside fresh acidity that brightens the rich flavors. An elegant perlage conveys finesse.",38.0,91,7,0.9639945697547487
22952,Livio Felluga 2011 Abbazia di Rosazzo  (Rosazzo),"Alluring aromas suggest hawthorne, stone fruit, dried hay, flint and almond. The savory palate delivers white peach, yellow apple, lemon drop and nectarine accented with sage and mineral notes. The fruit richness is brightened by crisp acidity.",55.0,91,7,0.9639942256462212
36451,Gancia 2009 Brut Cuvée 60 Mesi Sparkling (Alta Langa),"A blend of 90% Pinot Nero and 10% Chardonnay, this opens with aromas of citrus zest, ripe orchard fruit, toast and a whiff of acacia flower. The creamy palate offers mature yellow apple, honey and tangerine zest set against bright acidity and a refined perlage.",60.0,90,7,0.9639941345819487
59243,Rotari 2007 Flavio Chardonnay (Trento),"Fragrant and refined, this offers scents of white spring flowers, citrus peel, yellow orchard fruit and a whiff of bread crust. The creamy palate doles out candied lemon drop, ripe golden apple and toasted almond alongside an elegant perlage.",49.0,91,7,0.9639937632451
105183,Russiz Superiore 2012 Col Disôre White (Collio),"This elegantly structured blend of Pinot Bianco, Friulano, Sauvignon and Ribolla Gialla delivers aromas that suggest white flower, yellow stone fruit and a whiff of tomato leaf. The fresh, balanced palate shows grapefruit, apricot, lemon drop and mineral alongside bright acidity.",37.0,91,7,0.9639933358097037
1192,Vesevo 2016  Greco di Tufo,"Radiant and elegant, this offers enticing white stone fruit, Mediterranean brush and spring flower scents. The vibrant, balanced palate delivers creamy white peach, pear and tangy nectarine flavors, alongside crisp acidity. A savory mineral note gives it a mouthwatering finish.",20.0,90,7,0.9639932725494211
69784,Vesevo 2016  Greco di Tufo,"Radiant and elegant, this offers enticing white stone fruit, Mediterranean brush and spring flower scents. The vibrant, balanced palate delivers creamy white peach, pear and tangy nectarine flavors, alongside crisp acidity. A savory mineral note gives it a mouthwatering finish.",20.0,90,7,0.9639932725494211
36665,Villa Matilde 2013 Tenute di Altavilla  (Fiano di Avellino),"This opens with aromas of toasted nut, pressed white flower, straw, exotic fruit and honey. The firm palate has a smoky, mineral quality that accents citrus zest, pineapple, toasted hazelnut and sliced apple. It's balanced and fresh, with tangy acidity.",22.0,89,7,0.9639910464040562
77329,Villa Matilde 2013 Tenute di Altavilla  (Fiano di Avellino),"This opens with aromas of toasted nut, pressed white flower, straw, exotic fruit and honey. The firm palate has a smoky, mineral quality that accents citrus zest, pineapple, toasted hazelnut and sliced apple. It's balanced and fresh, with tangy acidity.",22.0,89,7,0.9639910464040562
75846,Latium di Morini 2015 Campo Le Calle  (Soave),"Appealing aromas of mature orchard fruit and chopped herb lead the way. The ripe round palate doles out creamy pear, white peach, candied ginger and a hint of bitter almond while just enough fresh acidity gives it a lift.",20.0,89,7,0.9639906358081757
61362,Agricola Querciabella 2009 Batàr White (Toscana),"This oak-aged blend of equal parts Pinot Bianco and Chardonnay opens with a beautifully intense bouquet of vanilla bean, peach cobbler and citrus mousse. White almond and toasted spice make for rich accents on the long fresh finish.",90.0,90,7,0.9639887044377525
105639,Jermann 2014 Vintage Tunina White (Venezia Giulia),"One of Italy's most celebrated whites, this elegant wine opens with alluring scents of white spring flower, white stone fruit and citrus. Radiant and loaded with finesse, the vibrant palate delivers yellow apple, Bartlett pear, nectarine and a hint of ginger alongside bright acidity.",69.0,92,7,0.9624970298789874
50135,Tenuta Roveglia 2015 Limne  (Lugana),"Enticing scents of fragrant white flower, stone fruit and crushed herb lead the way while the creamy, savory palate doles out white peach, mature yellow apple and tangerine zest. A blast of mineral energy lifts the lingering finish.",18.0,92,7,0.9624969662902327
5620,Pratello 2012 Il Rivale  (Lugana),"Delicate aromas of white spring blossom, citrus and orchard fruit waft from the glass. The round palate delivers white peach, creamy green apple, lemon drop and and a hint of vanilla brightened by fresh acidity. A mineral note marks the finish.",23.0,90,7,0.962494952638026
75445,Villa Sandi 2016 Vigna La Rivetta Brut  (Valdobbiadene Superiore di Cartizze),"This gorgeous sparkler offers enticing scents of white stone fruit and spring flower. Vibrant and silky, the smooth elegant, palate delivers crisp apple, creamy white peach and juicy nectarine set against bright acidity and an ultrarefined perlage.",42.0,93,7,0.9624949286727297
50655,Beni di Batasiolo 2008 Metodo Classico Sparkling (Vino Spumante),"A blend of 75% Pinot Nero and 25% Chardonnay, this offers aromas of white spring flowers, citrus zest, walnut and a whiff of exotic spice. The racy palate delivers ripe apple, pastry, hazelnut, vanilla and a note of candied ginger alongside bright acidity and a vibrant mousse.",35.0,89,7,0.9624948642346921
59756,Scubla 2012 Friulano (Colli Orientali del Friuli),"Stunning and sophisticated, it opens with intense aromas of stone fruit, tomato vine, pear and nut. The creamy palate offers juicy white peach, green apple and mineral accented with notes of bitter almond alongside fresh acidity. Drink now or hold a few years for more complexity.",23.0,92,7,0.9624946150430148
50659,Col Vetoraz 2014 Dry  (Valdobbiadene Superiore di Cartizze),"Floral scents of rose, acacia and a whiff of white tree fruit lead the way. On the palate, bright acidity lifts up white peach, green apple and lemon drop while a creamy mousse adds softness. It closes on a note of candied citrus zest.",30.0,89,7,0.9624946061528497
90678,Col Vetoraz 2014 Dry  (Valdobbiadene Superiore di Cartizze),"Floral scents of rose, acacia and a whiff of white tree fruit lead the way. On the palate, bright acidity lifts up white peach, green apple and lemon drop while a creamy mousse adds softness. It closes on a note of candied citrus zest.",30.0,89,7,0.9624946061528497
30211,Gini 2015 La Froscà  (Soave Classico),"Hands down one of Italy's best whites, this boasts alluring white flower and yellow stone fruit scents. The enveloping, delicious palate delivers white peach, mature pear, ginger and lemon drop flavors. Fresh acidity brightens the creamy flavors while a mineral note energizes the finish.",29.0,94,7,0.962494454289024
18563,La Rajade 2015 Friulano (Collio),"Toasted bread crust, pressed yellow flower and yellow stone fruit aromas lead the way while the linear, slightly lean palate offers yellow apple skin and citrus notes. Bright acidity lends freshness while bitter almond colors the finish.",20.0,87,7,0.9624941586374873
83457,Tiefenbrunner 2014 Turmhof Pinot Grigio (Alto Adige),"One of the more structured Pinot Grigios, this opens with aromas that recall white flower, orchard fruit, a whiff of oak and chopped herb. The bright palate offers Kaiser pear, yellow apple, vanilla, candied citrus zest and a ginger note alongside crisp acidity.",25.0,89,7,0.9624939524829886
4841,Castello della Sala 2014 San Giovanni  (Orvieto Classico Superiore),"This elegant, fragrant expression of Orvieto delivers heady aromas of tropical fruit, apricot and citrus. The linear palate doles out juicy peach, pineapple and lemon zest accented with a hint of aromatic herb. Vibrant acidity provides the framework.",25.0,89,7,0.962493613512779
13375,Cantine di Marzo 2015 Franciscus  (Greco di Tufo),"Pressed yellow flower, flint and Mediterranean herb aromas fuse with citrus zest and a balsamic note. The round, savory palate doles out ripe apricot, creamy pear and juicy nectarine flavors, tangy acidity carrying a bitter almond tone long into the finish.",27.0,91,7,0.9624933665285751
20336,Mastroberardino 2007 Vintage  (Greco di Tufo),"Smoke, flint, mature stone fruit, dried sage and honey aromas come together in the glass. The delineated palate shows nice depth, offering yellow apple, candied citrus zest, apricot and mineral balanced by bright acidity.",35.0,90,7,0.9624928222554839
54998,Tenuta delle Terre Nere 2014 Bianco  (Etna),"Aromas of toasted oak, nut, acacia flower and orchard fruit come together in the glass. The firm palate offers mature yellow apple, candied nectarine zest, toasted hazelnut and flinty mineral. Bright acidity provides balance.",20.0,90,7,0.9624924993558863
62304,Villa Matilde 2013  Greco di Tufo,"Aromas of ripe pear, citrus and nuts mingle in the glass. The bright, linear palate delivers juicy yellow peach, mature apple, nectarine, sage and toasted almond alongside crisp acidity. It closes on a smoky mineral note.",22.0,89,7,0.9624923390890534
46258,Tenuta La Viola 2015 Interra Bianco Albana (Forlì),"Made with the Albana grape, this opens with scents suggesting thyme honey, yellow stone fruit and a whiff of toasted nut. The bright, medium-bodied palate offers dried apricot, lemon drop and bitter almond while a mineral note adds energy.",38.0,89,7,0.9624921735958863
101348,Falchini 2013 Vigna a Solatio Riserva  (Vernaccia di San Gimignano),"Aromas of toasted oak, smoke and whiff of dried yellow flower take shape in the glass. The rather lean racy palate shows oak, butterscotch, bitter almond and a hint of citrus zest while tangy acidity provides the framework.",26.0,87,7,0.9624920839266723
42610,Villa Russiz 2014 Friulano (Collio),"Subdued aromas of oak and citrus zest slowly take shape in the glass. The linear, svelte palate offers oak driven spice, lemon zest and yellow apple skin framed in racy acidity. A hint of toasted nut closes the finish.",26.0,89,7,0.9624918140252621
23428,Monchiero Carbone 2015 Recit  (Roero),"Aromas of white spring flower and yellow stone fruit lead the way on this easygoing but generous white. The round, juicy palate offers mature peach, ripe pear and a white almond note. Fresh acidity balances the creamy flavors.",18.0,88,7,0.9624917232194907
100472,Monchiero Carbone 2015 Recit  (Roero),"Aromas of white spring flower and yellow stone fruit lead the way on this easygoing but generous white. The round, juicy palate offers mature peach, ripe pear and a white almond note. Fresh acidity balances the creamy flavors.",18.0,88,7,0.9624917232194907
83822,Vie di Romans 2012 Ciampagnis Chardonnay (Friuli Isonzo),"Stone fruit, mature yellow apple, toasted oak and honey aromas come together in the glass. The round palate offers juicy pineapple, baked peach, lemon pastry and a mineral note alongside fresh acidity. It closes on a note of toasted almond.",37.0,90,7,0.9624916681373604
77103,Livio Felluga 2007 Sauvignon (Colli Orientali del Friuli),"This is one of Italy's best Sauvignon Blancs. Crystalline and tonic in appearance, the wine offers generous tones of exotic fruit, pear and green apple backed by dried sage and chopped herbs. The mouthfeel is compact and clean but it's also persistent and dense enough to pair with sophisticated dishes.",30.0,89,7,0.9624861719663939
92926,Torre Rosazza 2014 Pinot Bianco (Friuli Colli Orientali),"Aromas of fragrant spring blossom, orchard fruit, hazelnut and bread crust lead the nose on this refined white. The elegantly structured palate offers creamy yellow apple, lemon drop and mineral alongside crisp acidity that leaves a tangy finish.",30.0,90,7,0.9608649416435048
78624,St. Pauls 2015 Pinot Grigio (Alto Adige),"Elegantly structured and savory, this offers aromas of white field flower, orchard fruit and chopped herb. Boasting depth and finesse, the bright, juicy palate delivers mature pear, tangerine zest and flinty mineral alongside fresh acidity that lifts the creamy flavors.",22.0,90,7,0.960864431122111
63381,Gancia 2010 Cuvée 36 Mesi Brut Metodo Classico Sparkling (Alta Langa),"Scents of chamomile flower, bread crust, toast and orchard fruit lift out of the glass. A blend of 70% Pinot Nero and 30% Chardonnay, the palate offers Golden Delicious apple, nectarine, herb and toasted hazelnut. Fresh acidity and vivacious bubbles brighten the creamy flavors.",40.0,89,7,0.9608643020029562
31083,Andriano 2013 Floreado Sauvignon (Alto Adige),"This structured Sauvignon reveals alluring fragrances of white flower, stone fruit, hay and cantaloupe aromas. The palate delivers mature peach, honeydew melon and exotic fruit alongside mineral and crisp acidity. The finish is backed up by succulent fruit.",22.0,92,7,0.9608641244185819
22959,Comelli 2012 Friulano (Colli Orientali del Friuli),"Fragrances recall acacia flower, chamomile, stone fruit and a whiff of dried hay. The savory palate offers intense white peach, Bartlett pear and yellow apple accented with mineral and almond notes alongside crisp acidity. It's well balanced with a long, lingering finish.",20.0,91,7,0.9608639945897839
72868,Gradis'ciutta 2015 Pinot Grigio (Collio),"Round and juicy, this opens with aromas of stone fruit, dried herb and a whiff of pear. The ripe, enveloping palate doles out white peach, mature apple, juicy nectarine and a hint of bitter almond. A mineral note closes the lingering finish.",22.0,91,7,0.9608639904034404
39409,Kellerei Kaltern Caldaro 2012 Söll Pinot Grigio (Alto Adige),"This structured Pinot Grigio boasts aromas of yellow spring flowers, exotic fruit, citrus and a hint of Alpine herbs. The juicy, vibrant palate delivers green apple, pear, white peach and citrus allied with fresh acidity.",25.0,90,7,0.9608639311641816
62857,Inama 2013 Vigneti di Foscarino  (Soave Classico),"Deeply golden in color, this opens with aromas of dried chamomile flower, hay, lightly toasted oak and a butterscotch note. The palate delivers dried apricot, mature apple, candied ginger, mineral and almond alongside racy acidity.",24.0,88,7,0.9608636325683293
86108,Zuani 2014 Riserva White (Collio),"Pressed acacia flower, moist earth and aromatic herb scents mingle with fresh orchard fruit ntoes. The vibrant, ethereal palate is spare and subtle, offering yellow apple, tangy citrus and toasted nut nuances, with racy acidity.",37.0,87,7,0.9608634972228711
62969,Corte Moschina 2012 Metodo Classico  (Lessini Durello),"You'll find scents of spring flower, white stone fruit, citrus and bread crust on this bright sparkler. The firm palate offers mature yellow apple, yellow pear, citrus zest and a hint of roasted nut alongside a vibrant, persistent perlage.",21.0,89,7,0.9608634643379285
60496,Germano Ettore 2013 Brut Sparkling (Alta Langa),"Fragrant spring flower, white stone fruit, citrus and baked bread aromas lift out of the glass. Creamy and crisp, the vibrant palate delivers juicy Bartlett pear, Gala apple, vanilla and pastry cream. It's all framed in an elegant continuous perlage.",35.0,94,7,0.9608632929425964
98527,Ca' Lojera 2016  Lugana,"White spring flower, yellow stone fruit and a whiff of Mediterranean herb come together on this savory wine. The bright juicy palate offers creamy peach, Bartlett pear and a hint of nectarine while an almond note gives it a pleasantly bitter finish.",19.0,89,7,0.9608628442048988
30955,Abbazia di Novacella 2013 Pinot Grigio (Alto Adige Valle Isarco),"Enticing fragrances suggest alpine wild flower, stone fruit and savory herb. The linear palate is loaded with finesse and character, delivering creamy green apple, tangerine, mineral, white peach and mint. It's well balanced with bright acidity.",20.0,91,7,0.960862797028016
99979,San Quirico 2015  Vernaccia di San Gimignano,"Delicate scents suggesting aromatic herb, citrus blossom and a whiff of orchard fruit come together on this. The palate is round but rather shy, offering notes of mature yellow apple, honey and bitter almond.",15.0,87,7,0.9608627454721611
78893,Livio Felluga 2012 Terre Alte  (Rosazzo),"Made with Friulano, Pinot Bianco and Sauvignon, this opens with aromas of pressed flower, ripe orchard fruit, nut and a whiff of citrus. The linear palate offers toasted oak, mature apricot and candied orange zest. It closes on a note of bitter almond.",80.0,90,7,0.9608623774601441
40552,Andriano 2010 Andrius Sauvignon Blanc (Alto Adige),"Beautifully fragrant and intense, this bright Sauvignon Blanc lends cool-climate aromas of tangerine skin, chopped basil, yellow fruit, citrus, tomato leaf and a touch of exotic fruit. The wine's texture is creamy and rich.",47.0,91,7,0.9608621725089654
42829,Elena Walch 2007 Cardellino Chardonnay (Alto Adige),"Here is an expressive Chardonnay from the far north of Italy that delivers beauty and harmony in the form of mature peach, honey roasted almond, butterscotch and sweet lemon zest. The wine boasts thick, creamy density and lively fruit flavors on the long finish.",20.0,88,7,0.9608618598011046
94171,Capolino Perlingieri 2015 Vento Greco (Sannio),"This opens with subtle aromas evoking yellow pear, Mediterranean brush and a rather unusual whiff suggesting warm hay. The linear rather lean palate shows mature apricot, citrus and a hint of bitter almond alongside bright acidity and a tangy saline note.",20.0,87,7,0.9608617596173422
62865,Olivini 2010 Brut Metodo Classico  (Lugana),"Vibrant, this opens with aromas of almond cream, toasted nut, Mediterranean herb and orchard fruit. The firm palate delivers juicy green apple, lemon zest and sage alongside a persistent perlage. It's balanced with bright acidity.",29.0,88,7,0.9608614651909473
58365,Le Battistelle 2012  Soave Classico,"Enticing aromas of white flower, ripe orchard fruit and a hint of slate mingle in the glass. The round palate offers juicy white peach, creamy green apple, tropical fruit and almond alongside fresh acidity. A mineral note signals the finish.",21.0,88,7,0.9608614590609508
23713,Hauner 2012 Passito  (Malvasia delle Lipari),"Made with dried grapes—95% Malvasia delle Lipari and 5% Corinto Nero—this opens with delicate aromas of dried stone fruit, walnut and a hint of sweet spice. The intense palate shows mature apricot, fig and hazelnut set against a background of acacia honey. Just enough fresh acidity prevents it from being too sweet.",37.0,91,7,0.96086142340816
